,dataset,method,timeSlice,GT_predict,TRUE,GT_predict_log
0,SuperBoring,word2vec_0.20,1,0.091,0.364,-1.04095860768
1,SuperBoring,word2vec_0.20,2,0.067,0.0,-1.1739251973
2,SuperBoring,word2vec_0.20,3,0.091,0.143,-1.04095860768
3,SuperBoring,word2vec_0.20,4,0.086,0.154,-1.06550154876
4,SuperBoring,word2vec_0.20,5,0.037,0.068,-1.43179827593
5,SuperBoring,word2vec_0.20,6,0.035,0.03,-1.45593195565
6,SuperBoring,word2vec_0.20,7,0.033,0.0,-1.48148606012
7,SuperBoring,word2vec_0.20,8,0.03,0.0,-1.52287874528
8,SuperBoring,word2vec_0.20,9,0.028,0.0,-1.55284196866
9,SuperBoring,word2vec_0.20,10,0.03,0.05,-1.52287874528
10,SuperBoring,word2vec_0.20,11,0.016,0.009,-1.79588001734
11,SuperBoring,word2vec_0.20,12,0.017,0.051,-1.76955107862
12,SuperBoring,word2vec_0.20,13,0.017,0.0,-1.76955107862
13,SuperBoring,word2vec_0.20,14,0.018,0.043,-1.7447274949
14,SuperBoring,word2vec_0.20,15,0.022,0.057,-1.65757731918
15,SuperBoring,word2vec_0.20,16,0.018,0.048,-1.7447274949
16,SuperBoring,word2vec_0.20,17,0.021,0.286,-1.67778070527
17,SuperBoring,word2vec_0.20,18,0.019,0.0,-1.72124639905
18,SuperBoring,word2vec_0.20,19,0.019,0.0,-1.72124639905
19,SuperBoring,word2vec_0.20,20,0.02,0.1,-1.69897000434
20,SuperBoring,word2vec_0.20,21,0.019,0.012,-1.72124639905
21,SuperBoring,word2vec_0.20,22,0.019,0.0,-1.72124639905
22,SuperBoring,word2vec_0.20,23,0.018,0.0,-1.7447274949
23,SuperBoring,word2vec_0.20,24,0.017,0.0,-1.76955107862
24,SuperBoring,word2vec_0.20,25,0.017,0.0,-1.76955107862
25,SuperBoring,word2vec_0.20,26,0.016,0.0,-1.79588001734
26,SuperBoring,word2vec_0.20,27,0.016,0.0,-1.79588001734
27,SuperBoring,word2vec_0.20,28,0.018,0.087,-1.7447274949
28,SuperBoring,word2vec_0.20,29,0.02,0.105,-1.69897000434
29,SuperBoring,word2vec_0.20,30,0.019,0.0,-1.72124639905
30,SuperBoring,word2vec_0.20,31,0.018,0.0,-1.7447274949
31,SuperBoring,word2vec_0.20,32,0.018,0.0,-1.7447274949
32,SuperBoring,word2vec_0.20,33,0.018,0.0,-1.7447274949
33,SuperBoring,word2vec_0.20,34,0.018,0.063,-1.7447274949
34,SuperBoring,word2vec_0.20,35,0.017,0.022,-1.76955107862
35,SuperBoring,word2vec_0.20,36,0.017,0.0,-1.76955107862
36,SuperBoring,word2vec_0.20,37,0.017,0.0,-1.76955107862
37,SuperBoring,word2vec_0.20,38,0.016,0.0,-1.79588001734
38,SuperBoring,word2vec_0.20,39,0.016,0.0,-1.79588001734
39,SuperBoring,word2vec_0.20,40,0.016,0.0,-1.79588001734
40,SuperBoring,word2vec_0.20,41,0.015,0.0,-1.82390874094
41,SuperBoring,word2vec_0.20,42,0.015,0.0,-1.82390874094
42,SuperBoring,word2vec_0.20,43,0.015,0.0,-1.82390874094
43,SuperBoring,word2vec_0.20,44,0.015,0.0,-1.82390874094
44,SuperBoring,word2vec_0.20,45,0.014,0.0,-1.85387196432
45,SuperBoring,word2vec_0.30,1,0.0,0.364,-inf
46,SuperBoring,word2vec_0.30,2,0.067,0.5,-1.1739251973
47,SuperBoring,word2vec_0.30,3,0.045,0.143,-1.34678748622
48,SuperBoring,word2vec_0.30,4,0.086,0.231,-1.06550154876
49,SuperBoring,word2vec_0.30,5,0.055,0.108,-1.25963731051
50,SuperBoring,word2vec_0.30,6,0.049,0.061,-1.30980391997
51,SuperBoring,word2vec_0.30,7,0.046,0.0,-1.33724216832
52,SuperBoring,word2vec_0.30,8,0.043,0.0,-1.36653154442
53,SuperBoring,word2vec_0.30,9,0.039,0.0,-1.40893539297
54,SuperBoring,word2vec_0.30,10,0.03,0.05,-1.52287874528
55,SuperBoring,word2vec_0.30,11,0.023,0.036,-1.63827216398
56,SuperBoring,word2vec_0.30,12,0.029,0.077,-1.5376020021
57,SuperBoring,word2vec_0.30,13,0.028,0.0,-1.55284196866
58,SuperBoring,word2vec_0.30,14,0.029,0.054,-1.5376020021
59,SuperBoring,word2vec_0.30,15,0.032,0.057,-1.49485002168
60,SuperBoring,word2vec_0.30,16,0.027,0.06,-1.56863623584
61,SuperBoring,word2vec_0.30,17,0.029,0.286,-1.5376020021
62,SuperBoring,word2vec_0.30,18,0.028,0.0,-1.55284196866
63,SuperBoring,word2vec_0.30,19,0.027,0.0,-1.56863623584
64,SuperBoring,word2vec_0.30,20,0.028,0.1,-1.55284196866
65,SuperBoring,word2vec_0.30,21,0.025,0.035,-1.60205999133
66,SuperBoring,word2vec_0.30,22,0.025,0.0,-1.60205999133
67,SuperBoring,word2vec_0.30,23,0.024,0.0,-1.61978875829
68,SuperBoring,word2vec_0.30,24,0.021,0.0,-1.67778070527
69,SuperBoring,word2vec_0.30,25,0.021,0.0,-1.67778070527
70,SuperBoring,word2vec_0.30,26,0.021,0.0,-1.67778070527
71,SuperBoring,word2vec_0.30,27,0.02,0.0,-1.69897000434
72,SuperBoring,word2vec_0.30,28,0.021,0.043,-1.67778070527
73,SuperBoring,word2vec_0.30,29,0.023,0.105,-1.63827216398
74,SuperBoring,word2vec_0.30,30,0.022,0.0,-1.65757731918
75,SuperBoring,word2vec_0.30,31,0.021,0.0,-1.67778070527
76,SuperBoring,word2vec_0.30,32,0.021,0.0,-1.67778070527
77,SuperBoring,word2vec_0.30,33,0.021,0.0,-1.67778070527
78,SuperBoring,word2vec_0.30,34,0.021,0.063,-1.67778070527
79,SuperBoring,word2vec_0.30,35,0.021,0.022,-1.67778070527
80,SuperBoring,word2vec_0.30,36,0.021,0.0,-1.67778070527
81,SuperBoring,word2vec_0.30,37,0.021,0.0,-1.67778070527
82,SuperBoring,word2vec_0.30,38,0.021,0.0,-1.67778070527
83,SuperBoring,word2vec_0.30,39,0.021,0.0,-1.67778070527
84,SuperBoring,word2vec_0.30,40,0.02,0.0,-1.69897000434
85,SuperBoring,word2vec_0.30,41,0.019,0.0,-1.72124639905
86,SuperBoring,word2vec_0.30,42,0.019,0.0,-1.72124639905
87,SuperBoring,word2vec_0.30,43,0.019,0.0,-1.72124639905
88,SuperBoring,word2vec_0.30,44,0.019,0.0,-1.72124639905
89,SuperBoring,word2vec_0.30,45,0.019,0.0,-1.72124639905
90,SuperBoring,word2vec_0.40,1,0.182,0.455,-0.739928612015
91,SuperBoring,word2vec_0.40,2,0.2,0.5,-0.698970004336
92,SuperBoring,word2vec_0.40,3,0.136,0.143,-0.86646109163
93,SuperBoring,word2vec_0.40,4,0.2,0.385,-0.698970004336
94,SuperBoring,word2vec_0.40,5,0.128,0.203,-0.892790030352
95,SuperBoring,word2vec_0.40,6,0.148,0.212,-0.829738284605
96,SuperBoring,word2vec_0.40,7,0.126,0.0,-0.899629454882
97,SuperBoring,word2vec_0.40,8,0.122,0.077,-0.913640169325
98,SuperBoring,word2vec_0.40,9,0.107,0.071,-0.970616222315
99,SuperBoring,word2vec_0.40,10,0.096,0.1,-1.01772876696
100,SuperBoring,word2vec_0.40,11,0.074,0.107,-1.13076828027
101,SuperBoring,word2vec_0.40,12,0.063,0.103,-1.20065945055
102,SuperBoring,word2vec_0.40,13,0.07,0.3,-1.15490195999
103,SuperBoring,word2vec_0.40,14,0.071,0.118,-1.14874165128
104,SuperBoring,word2vec_0.40,15,0.073,0.113,-1.13667713988
105,SuperBoring,word2vec_0.40,16,0.069,0.096,-1.16115090926
106,SuperBoring,word2vec_0.40,17,0.071,0.286,-1.14874165128
107,SuperBoring,word2vec_0.40,18,0.065,0.0,-1.18708664336
108,SuperBoring,word2vec_0.40,19,0.064,0.0,-1.19382002602
109,SuperBoring,word2vec_0.40,20,0.065,0.1,-1.18708664336
110,SuperBoring,word2vec_0.40,21,0.057,0.047,-1.24412514433
111,SuperBoring,word2vec_0.40,22,0.057,0.154,-1.24412514433
112,SuperBoring,word2vec_0.40,23,0.054,0.0,-1.26760624018
113,SuperBoring,word2vec_0.40,24,0.048,0.0,-1.31875876262
114,SuperBoring,word2vec_0.40,25,0.047,0.0,-1.32790214206
115,SuperBoring,word2vec_0.40,26,0.047,0.0,-1.32790214206
116,SuperBoring,word2vec_0.40,27,0.046,0.0,-1.33724216832
117,SuperBoring,word2vec_0.40,28,0.047,0.087,-1.32790214206
118,SuperBoring,word2vec_0.40,29,0.048,0.105,-1.31875876262
119,SuperBoring,word2vec_0.40,30,0.047,0.0,-1.32790214206
120,SuperBoring,word2vec_0.40,31,0.046,0.111,-1.33724216832
121,SuperBoring,word2vec_0.40,32,0.046,0.0,-1.33724216832
122,SuperBoring,word2vec_0.40,33,0.046,0.111,-1.33724216832
123,SuperBoring,word2vec_0.40,34,0.046,0.063,-1.33724216832
124,SuperBoring,word2vec_0.40,35,0.044,0.043,-1.35654732351
125,SuperBoring,word2vec_0.40,36,0.043,0.0,-1.36653154442
126,SuperBoring,word2vec_0.40,37,0.043,0.0,-1.36653154442
127,SuperBoring,word2vec_0.40,38,0.043,0.0,-1.36653154442
128,SuperBoring,word2vec_0.40,39,0.043,0.083,-1.36653154442
129,SuperBoring,word2vec_0.40,40,0.043,0.0,-1.36653154442
130,SuperBoring,word2vec_0.40,41,0.041,0.0,-1.38721614328
131,SuperBoring,word2vec_0.40,42,0.041,0.0,-1.38721614328
132,SuperBoring,word2vec_0.40,43,0.041,0.0,-1.38721614328
133,SuperBoring,word2vec_0.40,44,0.041,0.1,-1.38721614328
134,SuperBoring,word2vec_0.40,45,0.041,0.0,-1.38721614328
135,SuperBoring,word2vec_0.50,1,0.273,0.636,-0.563837352959
136,SuperBoring,word2vec_0.50,2,0.267,0.5,-0.573488738635
137,SuperBoring,word2vec_0.50,3,0.182,0.143,-0.739928612015
138,SuperBoring,word2vec_0.50,4,0.257,0.462,-0.590066876669
139,SuperBoring,word2vec_0.50,5,0.183,0.338,-0.73754891027
140,SuperBoring,word2vec_0.50,6,0.204,0.364,-0.690369832574
141,SuperBoring,word2vec_0.50,7,0.199,0.222,-0.70114692359
142,SuperBoring,word2vec_0.50,8,0.189,0.231,-0.723538195827
143,SuperBoring,word2vec_0.50,9,0.197,0.357,-0.705533773838
144,SuperBoring,word2vec_0.50,10,0.177,0.15,-0.752026733638
145,SuperBoring,word2vec_0.50,11,0.158,0.223,-0.801342913046
146,SuperBoring,word2vec_0.50,12,0.152,0.231,-0.818156412055
147,SuperBoring,word2vec_0.50,13,0.15,0.3,-0.823908740944
148,SuperBoring,word2vec_0.50,14,0.142,0.215,-0.847711655617
149,SuperBoring,word2vec_0.50,15,0.139,0.17,-0.856985199746
150,SuperBoring,word2vec_0.50,16,0.115,0.145,-0.939302159646
151,SuperBoring,word2vec_0.50,17,0.117,0.286,-0.931814138254
152,SuperBoring,word2vec_0.50,18,0.115,0.182,-0.939302159646
153,SuperBoring,word2vec_0.50,19,0.113,0.0,-0.946921556517
154,SuperBoring,word2vec_0.50,20,0.114,0.2,-0.943095148664
155,SuperBoring,word2vec_0.50,21,0.104,0.106,-0.982966660701
156,SuperBoring,word2vec_0.50,22,0.103,0.077,-0.987162775295
157,SuperBoring,word2vec_0.50,23,0.099,0.0,-1.0043648054
158,SuperBoring,word2vec_0.50,24,0.091,0.029,-1.04095860768
159,SuperBoring,word2vec_0.50,25,0.088,0.0,-1.05551732785
160,SuperBoring,word2vec_0.50,26,0.087,0.0,-1.06048074738
161,SuperBoring,word2vec_0.50,27,0.086,0.0,-1.06550154876
162,SuperBoring,word2vec_0.50,28,0.088,0.174,-1.05551732785
163,SuperBoring,word2vec_0.50,29,0.088,0.105,-1.05551732785
164,SuperBoring,word2vec_0.50,30,0.088,0.143,-1.05551732785
165,SuperBoring,word2vec_0.50,31,0.088,0.111,-1.05551732785
166,SuperBoring,word2vec_0.50,32,0.085,0.0,-1.07058107429
167,SuperBoring,word2vec_0.50,33,0.086,0.111,-1.06550154876
168,SuperBoring,word2vec_0.50,34,0.086,0.188,-1.06550154876
169,SuperBoring,word2vec_0.50,35,0.085,0.109,-1.07058107429
170,SuperBoring,word2vec_0.50,36,0.085,0.0,-1.07058107429
171,SuperBoring,word2vec_0.50,37,0.084,0.0,-1.07572071394
172,SuperBoring,word2vec_0.50,38,0.084,0.0,-1.07572071394
173,SuperBoring,word2vec_0.50,39,0.083,0.0,-1.08092190762
174,SuperBoring,word2vec_0.50,40,0.082,0.0,-1.08618614762
175,SuperBoring,word2vec_0.50,41,0.08,0.0,-1.09691001301
176,SuperBoring,word2vec_0.50,42,0.079,0.0,-1.10237290871
177,SuperBoring,word2vec_0.50,43,0.078,0.0,-1.10790539731
178,SuperBoring,word2vec_0.50,44,0.078,0.1,-1.10790539731
179,SuperBoring,word2vec_0.50,45,0.078,0.0,-1.10790539731
180,SuperBoring,word2vec_0.60,1,0.818,0.909,-0.0872466963287
181,SuperBoring,word2vec_0.60,2,0.733,0.75,-0.134896025359
182,SuperBoring,word2vec_0.60,3,0.591,0.571,-0.228412519119
183,SuperBoring,word2vec_0.60,4,0.571,0.692,-0.243363891754
184,SuperBoring,word2vec_0.60,5,0.404,0.554,-0.393618634889
185,SuperBoring,word2vec_0.60,6,0.394,0.515,-0.404503778174
186,SuperBoring,word2vec_0.60,7,0.377,0.444,-0.423658649794
187,SuperBoring,word2vec_0.60,8,0.354,0.308,-0.450996737974
188,SuperBoring,word2vec_0.60,9,0.354,0.5,-0.450996737974
189,SuperBoring,word2vec_0.60,10,0.323,0.2,-0.490797477669
190,SuperBoring,word2vec_0.60,11,0.274,0.321,-0.56224943718
191,SuperBoring,word2vec_0.60,12,0.281,0.41,-0.551293680095
192,SuperBoring,word2vec_0.60,13,0.273,0.3,-0.563837352959
193,SuperBoring,word2vec_0.60,14,0.252,0.312,-0.598599459218
194,SuperBoring,word2vec_0.60,15,0.24,0.264,-0.619788758288
195,SuperBoring,word2vec_0.60,16,0.212,0.271,-0.673664139071
196,SuperBoring,word2vec_0.60,17,0.212,0.286,-0.673664139071
197,SuperBoring,word2vec_0.60,18,0.21,0.273,-0.677780705266
198,SuperBoring,word2vec_0.60,19,0.21,0.273,-0.677780705266
199,SuperBoring,word2vec_0.60,20,0.21,0.2,-0.677780705266
200,SuperBoring,word2vec_0.60,21,0.194,0.212,-0.71219827007
201,SuperBoring,word2vec_0.60,22,0.189,0.077,-0.723538195827
202,SuperBoring,word2vec_0.60,23,0.188,0.111,-0.725842150736
203,SuperBoring,word2vec_0.60,24,0.18,0.162,-0.744727494897
204,SuperBoring,word2vec_0.60,25,0.175,0.077,-0.756961951314
205,SuperBoring,word2vec_0.60,26,0.171,0.0,-0.767003889608
206,SuperBoring,word2vec_0.60,27,0.169,0.111,-0.772113295386
207,SuperBoring,word2vec_0.60,28,0.168,0.174,-0.774690718274
208,SuperBoring,word2vec_0.60,29,0.165,0.105,-0.782516055786
209,SuperBoring,word2vec_0.60,30,0.166,0.214,-0.77989191196
210,SuperBoring,word2vec_0.60,31,0.163,0.111,-0.787812395596
211,SuperBoring,word2vec_0.60,32,0.16,0.0,-0.795880017344
212,SuperBoring,word2vec_0.60,33,0.158,0.111,-0.801342913046
213,SuperBoring,word2vec_0.60,34,0.159,0.25,-0.79860287568
214,SuperBoring,word2vec_0.60,35,0.159,0.239,-0.79860287568
215,SuperBoring,word2vec_0.60,36,0.158,0.0,-0.801342913046
216,SuperBoring,word2vec_0.60,37,0.157,0.0,-0.804100347591
217,SuperBoring,word2vec_0.60,38,0.156,0.0,-0.806875401646
218,SuperBoring,word2vec_0.60,39,0.155,0.167,-0.80966830183
219,SuperBoring,word2vec_0.60,40,0.153,0.091,-0.815308569182
220,SuperBoring,word2vec_0.60,41,0.151,0.053,-0.821023052707
221,SuperBoring,word2vec_0.60,42,0.151,0.125,-0.821023052707
222,SuperBoring,word2vec_0.60,43,0.149,0.1,-0.826813731588
223,SuperBoring,word2vec_0.60,44,0.149,0.1,-0.826813731588
224,SuperBoring,word2vec_0.60,45,0.148,0.0,-0.829738284605
225,SuperBoring,word2vec_0.70,1,1.0,1.0,0.0
226,SuperBoring,word2vec_0.70,2,0.867,0.75,-0.0619809025238
227,SuperBoring,word2vec_0.70,3,0.727,0.714,-0.138465589141
228,SuperBoring,word2vec_0.70,4,0.714,0.846,-0.146301788224
229,SuperBoring,word2vec_0.70,5,0.55,0.703,-0.259637310506
230,SuperBoring,word2vec_0.70,6,0.521,0.606,-0.2831622767
231,SuperBoring,word2vec_0.70,7,0.503,0.556,-0.298432014944
232,SuperBoring,word2vec_0.70,8,0.482,0.538,-0.316952961761
233,SuperBoring,word2vec_0.70,9,0.478,0.571,-0.320572103388
234,SuperBoring,word2vec_0.70,10,0.455,0.35,-0.341988603343
235,SuperBoring,word2vec_0.70,11,0.394,0.473,-0.404503778174
236,SuperBoring,word2vec_0.70,12,0.384,0.462,-0.415668775632
237,SuperBoring,word2vec_0.70,13,0.37,0.3,-0.431798275933
238,SuperBoring,word2vec_0.70,14,0.361,0.462,-0.442492798094
239,SuperBoring,word2vec_0.70,15,0.347,0.377,-0.459670525209
240,SuperBoring,word2vec_0.70,16,0.311,0.386,-0.507239610973
241,SuperBoring,word2vec_0.70,17,0.311,0.286,-0.507239610973
242,SuperBoring,word2vec_0.70,18,0.306,0.273,-0.514278573518
243,SuperBoring,word2vec_0.70,19,0.307,0.455,-0.512861624523
244,SuperBoring,word2vec_0.70,20,0.306,0.2,-0.514278573518
245,SuperBoring,word2vec_0.70,21,0.294,0.365,-0.531652669588
246,SuperBoring,word2vec_0.70,22,0.293,0.231,-0.533132379646
247,SuperBoring,word2vec_0.70,23,0.289,0.167,-0.539102157243
248,SuperBoring,word2vec_0.70,24,0.274,0.235,-0.56224943718
249,SuperBoring,word2vec_0.70,25,0.271,0.231,-0.567030709126
250,SuperBoring,word2vec_0.70,26,0.268,0.167,-0.571865205971
251,SuperBoring,word2vec_0.70,27,0.265,0.111,-0.576754126063
252,SuperBoring,word2vec_0.70,28,0.262,0.174,-0.58169870868
253,SuperBoring,word2vec_0.70,29,0.256,0.105,-0.591760034688
254,SuperBoring,word2vec_0.70,30,0.253,0.214,-0.596879478824
255,SuperBoring,word2vec_0.70,31,0.25,0.111,-0.602059991328
256,SuperBoring,word2vec_0.70,32,0.246,0.0,-0.609064892897
257,SuperBoring,word2vec_0.70,33,0.242,0.111,-0.61618463402
258,SuperBoring,word2vec_0.70,34,0.242,0.25,-0.61618463402
259,SuperBoring,word2vec_0.70,35,0.24,0.326,-0.619788758288
260,SuperBoring,word2vec_0.70,36,0.239,0.0,-0.621602099052
261,SuperBoring,word2vec_0.70,37,0.236,0.0,-0.62708799703
262,SuperBoring,word2vec_0.70,38,0.234,0.0,-0.63078414259
263,SuperBoring,word2vec_0.70,39,0.231,0.167,-0.636388020108
264,SuperBoring,word2vec_0.70,40,0.229,0.091,-0.64016451766
265,SuperBoring,word2vec_0.70,41,0.225,0.053,-0.647817481889
266,SuperBoring,word2vec_0.70,42,0.224,0.25,-0.649751981666
267,SuperBoring,word2vec_0.70,43,0.222,0.1,-0.653647025549
268,SuperBoring,word2vec_0.70,44,0.221,0.1,-0.655607726315
269,SuperBoring,word2vec_0.70,45,0.22,0.0,-0.657577319178
270,SuperBoring,word2vec_0.80,1,1.0,1.0,0.0
271,SuperBoring,word2vec_0.80,2,0.867,0.75,-0.0619809025238
272,SuperBoring,word2vec_0.80,3,0.727,0.714,-0.138465589141
273,SuperBoring,word2vec_0.80,4,0.714,0.846,-0.146301788224
274,SuperBoring,word2vec_0.80,5,0.569,0.73,-0.244887733605
275,SuperBoring,word2vec_0.80,6,0.549,0.667,-0.26042765555
276,SuperBoring,word2vec_0.80,7,0.53,0.556,-0.275724130399
277,SuperBoring,word2vec_0.80,8,0.518,0.615,-0.285670240255
278,SuperBoring,word2vec_0.80,9,0.517,0.643,-0.286509456906
279,SuperBoring,word2vec_0.80,10,0.49,0.4,-0.309803919971
280,SuperBoring,word2vec_0.80,11,0.442,0.527,-0.354577730651
281,SuperBoring,word2vec_0.80,12,0.43,0.487,-0.36653154442
282,SuperBoring,word2vec_0.80,13,0.423,0.5,-0.373659632625
283,SuperBoring,word2vec_0.80,14,0.407,0.495,-0.390405590775
284,SuperBoring,word2vec_0.80,15,0.396,0.472,-0.402304814074
285,SuperBoring,word2vec_0.80,16,0.365,0.434,-0.437707135544
286,SuperBoring,word2vec_0.80,17,0.363,0.286,-0.440093374964
287,SuperBoring,word2vec_0.80,18,0.357,0.273,-0.447331783888
288,SuperBoring,word2vec_0.80,19,0.359,0.545,-0.444905551422
289,SuperBoring,word2vec_0.80,20,0.356,0.2,-0.448550002027
290,SuperBoring,word2vec_0.80,21,0.342,0.388,-0.465973893944
291,SuperBoring,word2vec_0.80,22,0.34,0.231,-0.468521082958
292,SuperBoring,word2vec_0.80,23,0.335,0.278,-0.474955192963
293,SuperBoring,word2vec_0.80,24,0.32,0.294,-0.49485002168
294,SuperBoring,word2vec_0.80,25,0.316,0.231,-0.500312917382
295,SuperBoring,word2vec_0.80,26,0.312,0.167,-0.505845405982
296,SuperBoring,word2vec_0.80,27,0.309,0.111,-0.510041520575
297,SuperBoring,word2vec_0.80,28,0.303,0.217,-0.518557371498
298,SuperBoring,word2vec_0.80,29,0.296,0.105,-0.528708288941
299,SuperBoring,word2vec_0.80,30,0.295,0.286,-0.530177984022
300,SuperBoring,word2vec_0.80,31,0.291,0.111,-0.536107011014
301,SuperBoring,word2vec_0.80,32,0.287,0.077,-0.542118103266
302,SuperBoring,word2vec_0.80,33,0.284,0.111,-0.546681659953
303,SuperBoring,word2vec_0.80,34,0.284,0.313,-0.546681659953
304,SuperBoring,word2vec_0.80,35,0.286,0.435,-0.543633966871
305,SuperBoring,word2vec_0.80,36,0.284,0.0,-0.546681659953
306,SuperBoring,word2vec_0.80,37,0.281,0.0,-0.551293680095
307,SuperBoring,word2vec_0.80,38,0.278,0.0,-0.555955204082
308,SuperBoring,word2vec_0.80,39,0.275,0.167,-0.56066730617
309,SuperBoring,word2vec_0.80,40,0.271,0.091,-0.567030709126
310,SuperBoring,word2vec_0.80,41,0.266,0.053,-0.575118363369
311,SuperBoring,word2vec_0.80,42,0.265,0.25,-0.576754126063
312,SuperBoring,word2vec_0.80,43,0.264,0.3,-0.57839607313
313,SuperBoring,word2vec_0.80,44,0.263,0.1,-0.58004425151
314,SuperBoring,word2vec_0.80,45,0.261,0.0,-0.583359492662
315,SuperBoring,word2vec_0.90,1,1.0,1.0,0.0
316,SuperBoring,word2vec_0.90,2,0.867,0.75,-0.0619809025238
317,SuperBoring,word2vec_0.90,3,0.727,0.714,-0.138465589141
318,SuperBoring,word2vec_0.90,4,0.771,0.923,-0.112945621949
319,SuperBoring,word2vec_0.90,5,0.596,0.743,-0.22475374026
320,SuperBoring,word2vec_0.90,6,0.57,0.667,-0.244125144328
321,SuperBoring,word2vec_0.90,7,0.55,0.556,-0.259637310506
322,SuperBoring,word2vec_0.90,8,0.537,0.615,-0.2700257143
323,SuperBoring,word2vec_0.90,9,0.534,0.643,-0.272458742971
324,SuperBoring,word2vec_0.90,10,0.505,0.4,-0.296708621881
325,SuperBoring,word2vec_0.90,11,0.468,0.554,-0.329754146926
326,SuperBoring,word2vec_0.90,12,0.447,0.487,-0.349692476868
327,SuperBoring,word2vec_0.90,13,0.44,0.5,-0.356547323514
328,SuperBoring,word2vec_0.90,14,0.423,0.516,-0.373659632625
329,SuperBoring,word2vec_0.90,15,0.408,0.472,-0.38933983691
330,SuperBoring,word2vec_0.90,16,0.38,0.458,-0.420216403383
331,SuperBoring,word2vec_0.90,17,0.376,0.429,-0.424812155072
332,SuperBoring,word2vec_0.90,18,0.37,0.273,-0.431798275933
333,SuperBoring,word2vec_0.90,19,0.371,0.545,-0.430626090385
334,SuperBoring,word2vec_0.90,20,0.368,0.2,-0.434152181326
335,SuperBoring,word2vec_0.90,21,0.353,0.4,-0.452225294612
336,SuperBoring,word2vec_0.90,22,0.351,0.231,-0.454692883534
337,SuperBoring,word2vec_0.90,23,0.346,0.278,-0.460923901207
338,SuperBoring,word2vec_0.90,24,0.331,0.309,-0.480172006224
339,SuperBoring,word2vec_0.90,25,0.327,0.231,-0.48545224734
340,SuperBoring,word2vec_0.90,26,0.323,0.167,-0.490797477669
341,SuperBoring,word2vec_0.90,27,0.32,0.111,-0.49485002168
342,SuperBoring,word2vec_0.90,28,0.312,0.217,-0.505845405982
343,SuperBoring,word2vec_0.90,29,0.305,0.105,-0.515700160653
344,SuperBoring,word2vec_0.90,30,0.304,0.286,-0.517126416391
345,SuperBoring,word2vec_0.90,31,0.301,0.222,-0.521433504406
346,SuperBoring,word2vec_0.90,32,0.297,0.077,-0.527243550683
347,SuperBoring,word2vec_0.90,33,0.294,0.111,-0.531652669588
348,SuperBoring,word2vec_0.90,34,0.294,0.313,-0.531652669588
349,SuperBoring,word2vec_0.90,35,0.294,0.435,-0.531652669588
350,SuperBoring,word2vec_0.90,36,0.292,0.0,-0.534617148552
351,SuperBoring,word2vec_0.90,37,0.289,0.0,-0.539102157243
352,SuperBoring,word2vec_0.90,38,0.286,0.0,-0.543633966871
353,SuperBoring,word2vec_0.90,39,0.283,0.167,-0.548213564476
354,SuperBoring,word2vec_0.90,40,0.279,0.091,-0.554395796726
355,SuperBoring,word2vec_0.90,41,0.274,0.105,-0.56224943718
356,SuperBoring,word2vec_0.90,42,0.272,0.25,-0.565431095966
357,SuperBoring,word2vec_0.90,43,0.272,0.3,-0.565431095966
358,SuperBoring,word2vec_0.90,44,0.27,0.1,-0.568636235841
359,SuperBoring,word2vec_0.90,45,0.269,0.0,-0.570247719998
360,Boring,word2vec_0.20,1,0.3,0.4,-0.52287874528
361,Boring,word2vec_0.20,2,0.0,0.111,-inf
362,Boring,word2vec_0.20,3,0.0,0.125,-inf
363,Boring,word2vec_0.20,4,0.029,0.143,-1.5376020021
364,Boring,word2vec_0.20,5,0.035,0.058,-1.45593195565
365,Boring,word2vec_0.20,6,0.031,0.0,-1.50863830617
366,Boring,word2vec_0.20,7,0.027,0.0,-1.56863623584
367,Boring,word2vec_0.20,8,0.032,0.063,-1.49485002168
368,Boring,word2vec_0.20,9,0.04,0.087,-1.39794000867
369,Boring,word2vec_0.20,10,0.031,0.0,-1.50863830617
370,Boring,word2vec_0.20,11,0.048,0.5,-1.31875876262
371,Boring,word2vec_0.20,12,0.057,0.2,-1.24412514433
372,Boring,word2vec_0.20,13,0.055,0.0,-1.25963731051
373,Boring,word2vec_0.20,14,0.042,0.0,-1.3767507096
374,Boring,word2vec_0.20,15,0.04,0.0,-1.39794000867
375,Boring,word2vec_0.20,16,0.038,0.077,-1.42021640338
376,Boring,word2vec_0.20,17,0.034,0.035,-1.46852108296
377,Boring,word2vec_0.20,18,0.033,0.0,-1.48148606012
378,Boring,word2vec_0.20,19,0.033,0.0,-1.48148606012
379,Boring,word2vec_0.20,20,0.029,0.0,-1.5376020021
380,Boring,word2vec_0.20,21,0.026,0.025,-1.58502665203
381,Boring,word2vec_0.20,22,0.025,0.018,-1.60205999133
382,Boring,word2vec_0.20,23,0.026,0.031,-1.58502665203
383,Boring,word2vec_0.20,24,0.026,0.071,-1.58502665203
384,Boring,word2vec_0.20,25,0.025,0.0,-1.60205999133
385,Boring,word2vec_0.20,26,0.024,0.0,-1.61978875829
386,Boring,word2vec_0.20,27,0.021,0.01,-1.67778070527
387,Boring,word2vec_0.20,28,0.018,0.028,-1.7447274949
388,Boring,word2vec_0.20,29,0.018,0.0,-1.7447274949
389,Boring,word2vec_0.20,30,0.019,0.059,-1.72124639905
390,Boring,word2vec_0.20,31,0.021,0.037,-1.67778070527
