Time Slice,New Category?,# of New Categories,Total Ideas in Time Slice,Probability of New Bin,%New Categories in Time Slice,%New Categories Overall,Counter
1,true,27,37,51.3513513514%,72.972972973%,72.972972973%
2,true,7,12,48.9795918367%,58.3333333333%,69.387755102%
3,true,3,6,47.2727272727%,50.0%,67.2727272727%
4,true,5,16,38.0281690141%,31.25%,59.1549295775%
5,true,31,56,38.5826771654%,55.3571428571%,57.4803149606%
6,true,3,9,37.5%,33.3333333333%,55.8823529412%
7,true,3,8,36.1111111111%,37.5%,54.8611111111%
8,true,6,13,35.0318471338%,46.1538461538%,54.1401273885%
9,true,1,8,30.9090909091%,12.5%,52.1212121212%
10,true,7,21,29.0322580645%,33.3333333333%,50.0%
11,true,9,32,25.2293577982%,28.125%,46.7889908257%
12,true,3,16,22.6495726496%,18.75%,44.8717948718%
13,true,2,10,22.131147541%,20.0%,43.8524590164%
14,true,4,12,21.875%,33.3333333333%,43.359375%
15,true,16,54,19.6774193548%,29.6296296296%,40.9677419355%
16,true,4,15,19.6923076923%,26.6666666667%,40.3076923077%
17,true,3,16,18.1818181818%,18.75%,39.2961876833%
18,true,23,86,17.0960187354%,26.7441860465%,36.7681498829%
19,true,6,37,15.5172413793%,16.2162162162%,35.1293103448%
20,true,33,158,12.8617363344%,20.8860759494%,31.5112540193%
21,false,0,5,12.7591706539%,0.0%,31.2599681021%
22,true,4,39,12.1621621622%,10.2564102564%,30.03003003%
23,true,7,60,10.7438016529%,11.6666666667%,28.5123966942%
24,true,13,87,9.963099631%,14.9425287356%,27.0602706027%
25,true,1,14,9.67351874244%,7.14285714286%,26.723095526%
26,true,2,13,9.7619047619%,15.3846153846%,26.5476190476%
27,true,3,25,9.71098265896%,12.0%,26.1271676301%
28,false,0,9,9.38215102975%,0.0%,25.8581235698%
29,true,2,10,9.50226244344%,20.0%,25.7918552036%
30,true,5,33,9.2693565976%,15.1515151515%,25.4089422028%
31,true,1,17,8.99357601713%,5.88235294118%,25.0535331906%
32,false,0,13,8.76451953537%,0.0%,24.7096092925%
33,true,10,96,8.34132310642%,10.4166666667%,23.3940556088%
34,true,12,129,7.50853242321%,9.3023255814%,21.843003413%
35,true,7,69,6.84931506849%,10.1449275362%,21.1925866237%
36,true,5,29,6.92913385827%,17.2413793103%,21.1023622047%
37,true,2,9,6.95856137608%,22.2222222222%,21.1102423769%
38,true,7,35,7.00152207002%,20.0%,21.0806697108%
39,true,2,10,7.02416918429%,20.0%,21.0725075529%
40,true,3,14,7.17488789238%,21.4285714286%,21.0762331839%
41,true,1,9,7.12694877506%,11.1111111111%,21.0096510765%
42,false,0,14,6.9066862601%,0.0%,20.7935341661%
43,true,12,68,7.13785864241%,17.6470588235%,20.6438068579%
44,false,0,5,7.04323570432%,0.0%,20.5718270572%
45,true,1,1,7.10801393728%,100.0%,20.6271777003%
