dataset,method,timeSlice,GT_predict,true
NewAtEnd,nltk_0.60,1,83.3333333333%,91.6666666667%
NewAtEnd,nltk_0.60,2,84.0%,92.3076923077%
NewAtEnd,nltk_0.60,3,71.4285714286%,77.4193548387%
NewAtEnd,nltk_0.60,4,71.2328767123%,82.3529411765%
NewAtEnd,nltk_0.60,5,61.9047619048%,45.4545454545%
NewAtEnd,nltk_0.60,6,58.3333333333%,50.0%
NewAtEnd,nltk_0.60,7,56.2874251497%,67.6056338028%
NewAtEnd,nltk_0.60,8,52.1568627451%,62.5%
NewAtEnd,nltk_0.60,9,49.8113207547%,10.0%
NewAtEnd,nltk_0.60,10,46.0431654676%,30.7692307692%
NewAtEnd,nltk_0.60,11,48.0362537764%,67.9245283019%
NewAtEnd,nltk_0.60,12,48.5380116959%,72.7272727273%
NewAtEnd,nltk_0.60,13,49.4285714286%,87.5%
NewAtEnd,nltk_0.60,14,50.0%,75.0%
NewAtEnd,nltk_0.60,15,48.8063660477%,46.6666666667%
NewAtEnd,nltk_0.60,16,47.3145780051%,50.0%
NewAtEnd,nltk_0.60,17,45.5665024631%,33.3333333333%
NewAtEnd,nltk_0.60,18,45.1690821256%,50.0%
NewAtEnd,nltk_0.60,19,44.6555819477%,57.1428571429%
NewAtEnd,nltk_0.60,20,44.2176870748%,40.0%
NewAtEnd,nltk_0.60,21,43.5387673956%,59.6774193548%
NewAtEnd,nltk_0.60,22,42.5242718447%,41.6666666667%
NewAtEnd,nltk_0.60,23,42.6666666667%,60.0%
NewAtEnd,nltk_0.60,24,41.8348623853%,35.0%
NewAtEnd,nltk_0.60,25,41.8848167539%,57.1428571429%
NewAtEnd,nltk_0.60,26,42.5837320574%,62.962962963%
NewAtEnd,nltk_0.60,27,42.6791277259%,53.3333333333%
NewAtEnd,nltk_0.60,28,41.7933130699%,31.25%
NewAtEnd,nltk_0.60,29,40.8959537572%,41.1764705882%
NewAtEnd,nltk_0.60,30,38.7058823529%,47.4683544304%
NewAtEnd,nltk_0.60,31,38.5964912281%,40.0%
NewAtEnd,nltk_0.60,32,37.3601789709%,30.7692307692%
NewAtEnd,nltk_0.60,33,36.335078534%,44.262295082%
NewAtEnd,nltk_0.60,34,35.9504132231%,23.0769230769%
NewAtEnd,nltk_0.60,35,35.3118712274%,30.7692307692%
NewAtEnd,nltk_0.60,36,35.4291417166%,62.5%
NewAtEnd,nltk_0.60,37,34.2105263158%,37.0%
NewAtEnd,nltk_0.60,38,32.5203252033%,35.9375%
NewAtEnd,nltk_0.60,39,32.4066719619%,41.3793103448%
NewAtEnd,nltk_0.60,40,31.9691119691%,33.3333333333%
NewAtEnd,nltk_0.60,41,33.0323551543%,79.4117647059%
NewAtEnd,nltk_0.60,42,33.2089552239%,63.6363636364%
NewAtEnd,nltk_0.60,43,33.3333333333%,75.0%
NewAtEnd,nltk_0.60,44,32.9839273235%,50.5747126437%
NewAtEnd,nltk_0.60,45,32.9616724739%,25.0%
NewAtEnd,nltk_0.80,1,83.3333333333%,91.6666666667%
NewAtEnd,nltk_0.80,2,84.0%,92.3076923077%
NewAtEnd,nltk_0.80,3,71.4285714286%,77.4193548387%
NewAtEnd,nltk_0.80,4,71.2328767123%,82.3529411765%
NewAtEnd,nltk_0.80,5,61.9047619048%,45.4545454545%
NewAtEnd,nltk_0.80,6,58.3333333333%,50.0%
NewAtEnd,nltk_0.80,7,56.2874251497%,67.6056338028%
NewAtEnd,nltk_0.80,8,52.1568627451%,62.5%
NewAtEnd,nltk_0.80,9,49.8113207547%,10.0%
NewAtEnd,nltk_0.80,10,46.0431654676%,30.7692307692%
NewAtEnd,nltk_0.80,11,48.0362537764%,67.9245283019%
NewAtEnd,nltk_0.80,12,48.5380116959%,72.7272727273%
NewAtEnd,nltk_0.80,13,49.4285714286%,87.5%
NewAtEnd,nltk_0.80,14,50.0%,75.0%
NewAtEnd,nltk_0.80,15,48.8063660477%,46.6666666667%
NewAtEnd,nltk_0.80,16,47.3145780051%,50.0%
NewAtEnd,nltk_0.80,17,45.5665024631%,33.3333333333%
NewAtEnd,nltk_0.80,18,45.1690821256%,50.0%
NewAtEnd,nltk_0.80,19,44.6555819477%,57.1428571429%
NewAtEnd,nltk_0.80,20,44.2176870748%,40.0%
NewAtEnd,nltk_0.80,21,43.5387673956%,59.6774193548%
NewAtEnd,nltk_0.80,22,42.5242718447%,41.6666666667%
NewAtEnd,nltk_0.80,23,42.6666666667%,60.0%
NewAtEnd,nltk_0.80,24,41.8348623853%,35.0%
NewAtEnd,nltk_0.80,25,41.8848167539%,57.1428571429%
NewAtEnd,nltk_0.80,26,42.5837320574%,62.962962963%
NewAtEnd,nltk_0.80,27,42.6791277259%,53.3333333333%
NewAtEnd,nltk_0.80,28,41.7933130699%,31.25%
NewAtEnd,nltk_0.80,29,40.8959537572%,41.1764705882%
NewAtEnd,nltk_0.80,30,38.7058823529%,47.4683544304%
NewAtEnd,nltk_0.80,31,38.5964912281%,40.0%
NewAtEnd,nltk_0.80,32,37.3601789709%,30.7692307692%
NewAtEnd,nltk_0.80,33,36.335078534%,44.262295082%
NewAtEnd,nltk_0.80,34,35.9504132231%,23.0769230769%
NewAtEnd,nltk_0.80,35,35.3118712274%,30.7692307692%
NewAtEnd,nltk_0.80,36,35.4291417166%,62.5%
NewAtEnd,nltk_0.80,37,34.2105263158%,37.0%
NewAtEnd,nltk_0.80,38,32.5203252033%,35.9375%
NewAtEnd,nltk_0.80,39,32.4066719619%,41.3793103448%
NewAtEnd,nltk_0.80,40,31.9691119691%,33.3333333333%
NewAtEnd,nltk_0.80,41,33.0323551543%,79.4117647059%
NewAtEnd,nltk_0.80,42,33.2089552239%,63.6363636364%
NewAtEnd,nltk_0.80,43,33.3333333333%,75.0%
NewAtEnd,nltk_0.80,44,32.9839273235%,50.5747126437%
NewAtEnd,nltk_0.80,45,32.9616724739%,25.0%
NewAtEnd,word2vec_0.20,1,8.33333333333%,33.3333333333%
NewAtEnd,word2vec_0.20,2,4.0%,7.69230769231%
NewAtEnd,word2vec_0.20,3,5.35714285714%,9.67741935484%
NewAtEnd,word2vec_0.20,4,4.1095890411%,5.88235294118%
NewAtEnd,word2vec_0.20,5,3.57142857143%,0.0%
NewAtEnd,word2vec_0.20,6,3.125%,0.0%
NewAtEnd,word2vec_0.20,7,1.19760479042%,1.40845070423%
NewAtEnd,word2vec_0.20,8,2.35294117647%,9.09090909091%
NewAtEnd,word2vec_0.20,9,2.2641509434%,0.0%
NewAtEnd,word2vec_0.20,10,2.51798561151%,7.69230769231%
NewAtEnd,word2vec_0.20,11,2.416918429%,3.77358490566%
NewAtEnd,word2vec_0.20,12,2.63157894737%,9.09090909091%
NewAtEnd,word2vec_0.20,13,2.57142857143%,0.0%
NewAtEnd,word2vec_0.20,14,3.03867403315%,16.6666666667%
NewAtEnd,word2vec_0.20,15,3.44827586207%,13.3333333333%
NewAtEnd,word2vec_0.20,16,3.32480818414%,0.0%
NewAtEnd,word2vec_0.20,17,3.69458128079%,13.3333333333%
NewAtEnd,word2vec_0.20,18,3.38164251208%,0.0%
NewAtEnd,word2vec_0.20,19,3.08788598575%,14.2857142857%
NewAtEnd,word2vec_0.20,20,2.94784580499%,0.0%
NewAtEnd,word2vec_0.20,21,3.18091451292%,4.83870967742%
NewAtEnd,word2vec_0.20,22,3.1067961165%,0.0%
NewAtEnd,word2vec_0.20,23,3.04761904762%,0.0%
NewAtEnd,word2vec_0.20,24,2.93577981651%,0.0%
NewAtEnd,word2vec_0.20,25,3.31588132635%,10.7142857143%
NewAtEnd,word2vec_0.20,26,3.18979266348%,1.85185185185%
NewAtEnd,word2vec_0.20,27,3.11526479751%,0.0%
NewAtEnd,word2vec_0.20,28,3.03951367781%,0.0%
NewAtEnd,word2vec_0.20,29,2.8901734104%,2.94117647059%
NewAtEnd,word2vec_0.20,30,2.58823529412%,4.43037974684%
NewAtEnd,word2vec_0.20,31,2.5730994152%,0.0%
NewAtEnd,word2vec_0.20,32,2.57270693512%,2.5641025641%
NewAtEnd,word2vec_0.20,33,2.72251308901%,4.91803278689%
NewAtEnd,word2vec_0.20,34,2.68595041322%,0.0%
NewAtEnd,word2vec_0.20,35,2.61569416499%,0.0%
NewAtEnd,word2vec_0.20,36,2.69461077844%,12.5%
NewAtEnd,word2vec_0.20,37,2.4500907441%,0.0%
NewAtEnd,word2vec_0.20,38,2.35772357724%,2.34375%
NewAtEnd,word2vec_0.20,39,2.30341540905%,0.0%
NewAtEnd,word2vec_0.20,40,2.23938223938%,0.0%
NewAtEnd,word2vec_0.20,41,2.18209179834%,2.94117647059%
NewAtEnd,word2vec_0.20,42,2.23880597015%,9.09090909091%
NewAtEnd,word2vec_0.20,43,2.30654761905%,25.0%
NewAtEnd,word2vec_0.20,44,2.0964360587%,0.0%
NewAtEnd,word2vec_0.20,45,2.09059233449%,0.0%
NewAtEnd,word2vec_0.40,1,41.6666666667%,66.6666666667%
NewAtEnd,word2vec_0.40,2,28.0%,23.0769230769%
NewAtEnd,word2vec_0.40,3,19.6428571429%,29.0322580645%
NewAtEnd,word2vec_0.40,4,17.8082191781%,23.5294117647%
NewAtEnd,word2vec_0.40,5,17.8571428571%,18.1818181818%
NewAtEnd,word2vec_0.40,6,14.5833333333%,0.0%
NewAtEnd,word2vec_0.40,7,8.98203592814%,12.676056338%
NewAtEnd,word2vec_0.40,8,9.41176470588%,17.0454545455%
NewAtEnd,word2vec_0.40,9,9.05660377358%,0.0%
NewAtEnd,word2vec_0.40,10,8.63309352518%,7.69230769231%
NewAtEnd,word2vec_0.40,11,9.66767371601%,18.8679245283%
NewAtEnd,word2vec_0.40,12,9.3567251462%,18.1818181818%
NewAtEnd,word2vec_0.40,13,9.42857142857%,12.5%
NewAtEnd,word2vec_0.40,14,9.39226519337%,16.6666666667%
NewAtEnd,word2vec_0.40,15,9.54907161804%,13.3333333333%
NewAtEnd,word2vec_0.40,16,9.71867007673%,14.2857142857%
NewAtEnd,word2vec_0.40,17,10.0985221675%,20.0%
NewAtEnd,word2vec_0.40,18,9.42028985507%,0.0%
NewAtEnd,word2vec_0.40,19,9.26365795724%,28.5714285714%
NewAtEnd,word2vec_0.40,20,8.84353741497%,5.0%
NewAtEnd,word2vec_0.40,21,8.15109343936%,11.2903225806%
NewAtEnd,word2vec_0.40,22,7.96116504854%,8.33333333333%
NewAtEnd,word2vec_0.40,23,7.42857142857%,0.0%
NewAtEnd,word2vec_0.40,24,6.97247706422%,0.0%
NewAtEnd,word2vec_0.40,25,6.98080279232%,14.2857142857%
NewAtEnd,word2vec_0.40,26,6.6985645933%,9.25925925926%
NewAtEnd,word2vec_0.40,27,6.38629283489%,0.0%
NewAtEnd,word2vec_0.40,28,6.07902735562%,0.0%
NewAtEnd,word2vec_0.40,29,5.78034682081%,2.94117647059%
NewAtEnd,word2vec_0.40,30,5.05882352941%,7.59493670886%
NewAtEnd,word2vec_0.40,31,5.02923976608%,0.0%
NewAtEnd,word2vec_0.40,32,5.03355704698%,7.69230769231%
NewAtEnd,word2vec_0.40,33,5.02617801047%,8.19672131148%
NewAtEnd,word2vec_0.40,34,5.06198347107%,7.69230769231%
NewAtEnd,word2vec_0.40,35,4.92957746479%,0.0%
NewAtEnd,word2vec_0.40,36,5.18962075848%,37.5%
NewAtEnd,word2vec_0.40,37,4.26497277677%,2.0%
NewAtEnd,word2vec_0.40,38,3.9837398374%,3.90625%
NewAtEnd,word2vec_0.40,39,3.97140587768%,3.44827586207%
NewAtEnd,word2vec_0.40,40,3.78378378378%,0.0%
NewAtEnd,word2vec_0.40,41,3.61173814898%,2.94117647059%
NewAtEnd,word2vec_0.40,42,3.65671641791%,9.09090909091%
NewAtEnd,word2vec_0.40,43,3.72023809524%,25.0%
NewAtEnd,word2vec_0.40,44,3.49406009783%,4.59770114943%
NewAtEnd,word2vec_0.40,45,3.48432055749%,0.0%
NewAtEnd,word2vec_0.60,1,83.3333333333%,91.6666666667%
NewAtEnd,word2vec_0.60,2,56.0%,46.1538461538%
NewAtEnd,word2vec_0.60,3,51.7857142857%,58.064516129%
NewAtEnd,word2vec_0.60,4,45.2054794521%,47.0588235294%
NewAtEnd,word2vec_0.60,5,39.2857142857%,27.2727272727%
NewAtEnd,word2vec_0.60,6,34.375%,16.6666666667%
NewAtEnd,word2vec_0.60,7,31.7365269461%,43.661971831%
NewAtEnd,word2vec_0.60,8,29.8039215686%,42.0454545455%
NewAtEnd,word2vec_0.60,9,28.3018867925%,0.0%
NewAtEnd,word2vec_0.60,10,27.3381294964%,23.0769230769%
NewAtEnd,word2vec_0.60,11,30.5135951662%,54.7169811321%
NewAtEnd,word2vec_0.60,12,30.701754386%,45.4545454545%
NewAtEnd,word2vec_0.60,13,30.2857142857%,25.0%
NewAtEnd,word2vec_0.60,14,30.3867403315%,41.6666666667%
NewAtEnd,word2vec_0.60,15,30.5039787798%,40.0%
NewAtEnd,word2vec_0.60,16,29.9232736573%,28.5714285714%
NewAtEnd,word2vec_0.60,17,29.5566502463%,26.6666666667%
NewAtEnd,word2vec_0.60,18,28.9855072464%,25.0%
NewAtEnd,word2vec_0.60,19,28.2660332542%,28.5714285714%
NewAtEnd,word2vec_0.60,20,27.664399093%,25.0%
NewAtEnd,word2vec_0.60,21,26.6401590457%,35.4838709677%
NewAtEnd,word2vec_0.60,22,25.6310679612%,8.33333333333%
NewAtEnd,word2vec_0.60,23,25.3333333333%,20.0%
NewAtEnd,word2vec_0.60,24,24.0366972477%,5.0%
NewAtEnd,word2vec_0.60,25,23.9092495637%,32.1428571429%
NewAtEnd,word2vec_0.60,26,23.4449760766%,37.037037037%
NewAtEnd,word2vec_0.60,27,23.5202492212%,33.3333333333%
NewAtEnd,word2vec_0.60,28,22.9483282675%,25.0%
NewAtEnd,word2vec_0.60,29,22.1098265896%,17.6470588235%
NewAtEnd,word2vec_0.60,30,19.1764705882%,24.6835443038%
NewAtEnd,word2vec_0.60,31,19.0643274854%,0.0%
NewAtEnd,word2vec_0.60,32,18.5682326622%,12.8205128205%
NewAtEnd,word2vec_0.60,33,18.1151832461%,24.5901639344%
NewAtEnd,word2vec_0.60,34,17.8719008264%,15.3846153846%
NewAtEnd,word2vec_0.60,35,17.2032193159%,11.5384615385%
NewAtEnd,word2vec_0.60,36,17.2654690619%,50.0%
NewAtEnd,word2vec_0.60,37,16.4246823956%,18.0%
NewAtEnd,word2vec_0.60,38,14.8780487805%,16.40625%
NewAtEnd,word2vec_0.60,39,15.0913423352%,27.5862068966%
NewAtEnd,word2vec_0.60,40,14.749034749%,16.6666666667%
NewAtEnd,word2vec_0.60,41,15.1241534989%,38.2352941176%
NewAtEnd,word2vec_0.60,42,15.1492537313%,18.1818181818%
NewAtEnd,word2vec_0.60,43,15.2529761905%,50.0%
NewAtEnd,word2vec_0.60,44,15.3039832285%,27.5862068966%
NewAtEnd,word2vec_0.60,45,15.331010453%,25.0%
NewAtEnd,word2vec_0.80,1,83.3333333333%,91.6666666667%
NewAtEnd,word2vec_0.80,2,72.0%,76.9230769231%
NewAtEnd,word2vec_0.80,3,69.6428571429%,77.4193548387%
NewAtEnd,word2vec_0.80,4,68.4931506849%,76.4705882353%
NewAtEnd,word2vec_0.80,5,58.3333333333%,36.3636363636%
NewAtEnd,word2vec_0.80,6,55.2083333333%,50.0%
NewAtEnd,word2vec_0.80,7,53.2934131737%,64.7887323944%
NewAtEnd,word2vec_0.80,8,49.0196078431%,59.0909090909%
NewAtEnd,word2vec_0.80,9,46.7924528302%,10.0%
NewAtEnd,word2vec_0.80,10,44.6043165468%,30.7692307692%
NewAtEnd,word2vec_0.80,11,46.8277945619%,67.9245283019%
NewAtEnd,word2vec_0.80,12,47.3684210526%,72.7272727273%
NewAtEnd,word2vec_0.80,13,48.2857142857%,87.5%
NewAtEnd,word2vec_0.80,14,48.8950276243%,75.0%
NewAtEnd,word2vec_0.80,15,47.7453580902%,46.6666666667%
NewAtEnd,word2vec_0.80,16,46.0358056266%,42.8571428571%
NewAtEnd,word2vec_0.80,17,44.5812807882%,33.3333333333%
NewAtEnd,word2vec_0.80,18,44.2028985507%,50.0%
NewAtEnd,word2vec_0.80,19,43.7054631829%,57.1428571429%
NewAtEnd,word2vec_0.80,20,43.3106575964%,40.0%
NewAtEnd,word2vec_0.80,21,42.1471172962%,56.4516129032%
NewAtEnd,word2vec_0.80,22,41.359223301%,41.6666666667%
NewAtEnd,word2vec_0.80,23,41.1428571429%,50.0%
NewAtEnd,word2vec_0.80,24,40.3669724771%,35.0%
NewAtEnd,word2vec_0.80,25,40.4886561955%,57.1428571429%
NewAtEnd,word2vec_0.80,26,41.307814992%,62.962962963%
NewAtEnd,word2vec_0.80,27,41.4330218069%,53.3333333333%
NewAtEnd,word2vec_0.80,28,40.5775075988%,31.25%
NewAtEnd,word2vec_0.80,29,39.450867052%,38.2352941176%
NewAtEnd,word2vec_0.80,30,37.2941176471%,45.5696202532%
NewAtEnd,word2vec_0.80,31,37.1929824561%,40.0%
NewAtEnd,word2vec_0.80,32,35.7941834452%,25.641025641%
NewAtEnd,word2vec_0.80,33,34.8691099476%,44.262295082%
NewAtEnd,word2vec_0.80,34,34.5041322314%,23.0769230769%
NewAtEnd,word2vec_0.80,35,34.0040241449%,30.7692307692%
NewAtEnd,word2vec_0.80,36,34.1317365269%,62.5%
NewAtEnd,word2vec_0.80,37,32.7586206897%,34.0%
NewAtEnd,word2vec_0.80,38,30.9756097561%,33.59375%
NewAtEnd,word2vec_0.80,39,30.8975377284%,41.3793103448%
NewAtEnd,word2vec_0.80,40,30.5019305019%,33.3333333333%
NewAtEnd,word2vec_0.80,41,31.4522197141%,76.4705882353%
NewAtEnd,word2vec_0.80,42,31.6417910448%,63.6363636364%
NewAtEnd,word2vec_0.80,43,31.7708333333%,75.0%
NewAtEnd,word2vec_0.80,44,31.4465408805%,49.4252873563%
NewAtEnd,word2vec_0.80,45,31.4285714286%,25.0%
Exciting,nltk_0.20,1,84.6153846154%,92.3076923077%
Exciting,nltk_0.20,2,90.4761904762%,100.0%
Exciting,nltk_0.20,3,71.875%,63.6363636364%
Exciting,nltk_0.20,4,70.8333333333%,81.25%
Exciting,nltk_0.20,5,63.9534883721%,73.6842105263%
Exciting,nltk_0.20,6,61.9565217391%,50.0%
Exciting,nltk_0.20,7,55.6603773585%,50.0%
Exciting,nltk_0.20,8,59.8290598291%,100.0%
Exciting,nltk_0.20,9,60.4651162791%,75.0%
Exciting,nltk_0.20,10,56.6666666667%,47.619047619%
Exciting,nltk_0.20,11,51.9337016575%,48.3870967742%
Exciting,nltk_0.20,12,43.7699680511%,51.5151515152%
Exciting,nltk_0.20,13,43.9024390244%,53.3333333333%
Exciting,nltk_0.20,14,43.2352941176%,50.0%
Exciting,nltk_0.20,15,40.1595744681%,38.8888888889%
Exciting,nltk_0.20,16,34.0782122905%,38.5093167702%
Exciting,nltk_0.20,17,33.2727272727%,30.7692307692%
Exciting,nltk_0.20,18,31.1708860759%,35.3658536585%
Exciting,nltk_0.20,19,30.5007587253%,22.2222222222%
Exciting,nltk_0.20,20,30.0140252454%,37.037037037%
Exciting,nltk_0.20,21,28.6684782609%,13.0434782609%
Exciting,nltk_0.20,22,28.2841823056%,10.0%
Exciting,nltk_0.20,23,28.1208935611%,26.6666666667%
Exciting,nltk_0.20,24,27.5949367089%,20.6896551724%
Exciting,nltk_0.20,25,27.5217932752%,38.4615384615%
Exciting,nltk_0.20,26,26.9135802469%,0.0%
Exciting,nltk_0.20,27,26.796589525%,27.2727272727%
Exciting,nltk_0.20,28,26.5306122449%,16.6666666667%
Exciting,nltk_0.20,29,26.0115606936%,31.25%
Exciting,nltk_0.20,30,25.9132420091%,27.2727272727%
Exciting,nltk_0.20,31,25.7954545455%,0.0%
Exciting,nltk_0.20,32,25.0%,16.6666666667%
Exciting,nltk_0.20,33,24.6516613076%,11.7647058824%
Exciting,nltk_0.20,34,25.2577319588%,48.6486486486%
Exciting,nltk_0.20,35,25.1527494908%,16.6666666667%
Exciting,nltk_0.20,36,23.8625812442%,23.1578947368%
Exciting,nltk_0.20,37,21.6417910448%,15.503875969%
Exciting,nltk_0.20,38,20.7547169811%,19.696969697%
Exciting,nltk_0.20,39,20.9664848012%,45.4545454545%
Exciting,nltk_0.20,40,20.9104938272%,15.3846153846%
Exciting,nltk_0.20,41,20.8749040675%,14.2857142857%
Exciting,nltk_0.20,42,20.8841463415%,22.2222222222%
Exciting,nltk_0.20,43,20.8932626798%,22.2222222222%
Exciting,nltk_0.20,44,20.8063354932%,27.9411764706%
Exciting,nltk_0.20,45,19.9303135889%,15.2173913043%
Exciting,nltk_0.40,1,100.0%,100.0%
Exciting,nltk_0.40,2,100.0%,100.0%
Exciting,nltk_0.40,3,81.25%,72.7272727273%
Exciting,nltk_0.40,4,77.0833333333%,81.25%
Exciting,nltk_0.40,5,67.4418604651%,76.3157894737%
Exciting,nltk_0.40,6,66.3043478261%,66.6666666667%
Exciting,nltk_0.40,7,60.3773584906%,57.1428571429%
Exciting,nltk_0.40,8,64.1025641026%,100.0%
Exciting,nltk_0.40,9,64.3410852713%,75.0%
Exciting,nltk_0.40,10,61.3333333333%,57.1428571429%
Exciting,nltk_0.40,11,56.9060773481%,61.2903225806%
Exciting,nltk_0.40,12,53.03514377%,65.1515151515%
Exciting,nltk_0.40,13,52.4390243902%,53.3333333333%
Exciting,nltk_0.40,14,51.4705882353%,50.0%
Exciting,nltk_0.40,15,48.1382978723%,47.2222222222%
Exciting,nltk_0.40,16,40.9683426443%,44.7204968944%
Exciting,nltk_0.40,17,40.0%,30.7692307692%
Exciting,nltk_0.40,18,38.2911392405%,45.1219512195%
Exciting,nltk_0.40,19,37.784522003%,33.3333333333%
Exciting,nltk_0.40,20,37.3071528752%,44.4444444444%
Exciting,nltk_0.40,21,35.7336956522%,13.0434782609%
Exciting,nltk_0.40,22,35.254691689%,10.0%
Exciting,nltk_0.40,23,35.085413929%,33.3333333333%
Exciting,nltk_0.40,24,34.0506329114%,20.6896551724%
Exciting,nltk_0.40,25,33.8729763387%,38.4615384615%
Exciting,nltk_0.40,26,33.2098765432%,14.2857142857%
Exciting,nltk_0.40,27,33.1303288672%,36.3636363636%
Exciting,nltk_0.40,28,32.7731092437%,41.6666666667%
Exciting,nltk_0.40,29,32.2543352601%,40.625%
Exciting,nltk_0.40,30,32.5342465753%,54.5454545455%
Exciting,nltk_0.40,31,32.2727272727%,0.0%
Exciting,nltk_0.40,32,31.1135371179%,27.7777777778%
Exciting,nltk_0.40,33,31.1897106109%,35.2941176471%
Exciting,nltk_0.40,34,32.1649484536%,67.5675675676%
Exciting,nltk_0.40,35,31.8737270876%,16.6666666667%
Exciting,nltk_0.40,36,30.9192200557%,35.7894736842%
Exciting,nltk_0.40,37,28.9386401327%,29.4573643411%
Exciting,nltk_0.40,38,27.6729559748%,24.2424242424%
Exciting,nltk_0.40,39,27.8254091972%,54.5454545455%
Exciting,nltk_0.40,40,27.8549382716%,30.7692307692%
Exciting,nltk_0.40,41,27.8587874137%,42.8571428571%
Exciting,nltk_0.40,42,27.8201219512%,33.3333333333%
Exciting,nltk_0.40,43,27.781983346%,22.2222222222%
Exciting,nltk_0.40,44,27.9337652988%,39.7058823529%
Exciting,nltk_0.40,45,27.0383275261%,26.0869565217%
Exciting,nltk_0.60,1,100.0%,100.0%
Exciting,nltk_0.60,2,100.0%,100.0%
Exciting,nltk_0.60,3,81.25%,72.7272727273%
Exciting,nltk_0.60,4,77.0833333333%,81.25%
Exciting,nltk_0.60,5,72.0930232558%,81.5789473684%
Exciting,nltk_0.60,6,70.652173913%,66.6666666667%
Exciting,nltk_0.60,7,66.0377358491%,64.2857142857%
Exciting,nltk_0.60,8,69.2307692308%,100.0%
Exciting,nltk_0.60,9,68.2170542636%,75.0%
Exciting,nltk_0.60,10,66.0%,61.9047619048%
Exciting,nltk_0.60,11,62.4309392265%,67.7419354839%
Exciting,nltk_0.60,12,58.4664536741%,69.696969697%
Exciting,nltk_0.60,13,57.6219512195%,53.3333333333%
Exciting,nltk_0.60,14,57.0588235294%,58.3333333333%
Exciting,nltk_0.60,15,53.7234042553%,50.0%
Exciting,nltk_0.60,16,45.4376163873%,49.6894409938%
Exciting,nltk_0.60,17,45.2727272727%,53.8461538462%
Exciting,nltk_0.60,18,44.7784810127%,54.8780487805%
Exciting,nltk_0.60,19,44.157814871%,37.037037037%
Exciting,nltk_0.60,20,43.618513324%,51.8518518519%
Exciting,nltk_0.60,21,42.7989130435%,34.7826086957%
Exciting,nltk_0.60,22,42.091152815%,10.0%
Exciting,nltk_0.60,23,41.5243101183%,33.3333333333%
Exciting,nltk_0.60,24,40.6329113924%,27.5862068966%
Exciting,nltk_0.60,25,40.2241594022%,46.1538461538%
Exciting,nltk_0.60,26,40.1234567901%,57.1428571429%
Exciting,nltk_0.60,27,40.0730816078%,54.5454545455%
Exciting,nltk_0.60,28,39.7358943577%,50.0%
Exciting,nltk_0.60,29,39.3063583815%,46.875%
Exciting,nltk_0.60,30,39.2694063927%,54.5454545455%
Exciting,nltk_0.60,31,39.0909090909%,25.0%
Exciting,nltk_0.60,32,37.8820960699%,41.6666666667%
Exciting,nltk_0.60,33,37.7277599143%,41.1764705882%
Exciting,nltk_0.60,34,38.5567010309%,70.2702702703%
Exciting,nltk_0.60,35,38.1873727088%,16.6666666667%
Exciting,nltk_0.60,36,37.3259052925%,45.2631578947%
Exciting,nltk_0.60,37,35.0746268657%,35.6589147287%
Exciting,nltk_0.60,38,33.9622641509%,33.3333333333%
Exciting,nltk_0.60,39,33.982852689%,54.5454545455%
Exciting,nltk_0.60,40,33.8734567901%,30.7692307692%
Exciting,nltk_0.60,41,33.8449731389%,42.8571428571%
Exciting,nltk_0.60,42,33.9176829268%,44.4444444444%
Exciting,nltk_0.60,43,33.838001514%,33.3333333333%
Exciting,nltk_0.60,44,33.7652987761%,44.1176470588%
Exciting,nltk_0.60,45,32.9616724739%,34.7826086957%
Exciting,nltk_0.80,1,100.0%,100.0%
Exciting,nltk_0.80,2,100.0%,100.0%
Exciting,nltk_0.80,3,81.25%,72.7272727273%
Exciting,nltk_0.80,4,77.0833333333%,81.25%
Exciting,nltk_0.80,5,72.0930232558%,81.5789473684%
Exciting,nltk_0.80,6,70.652173913%,66.6666666667%
Exciting,nltk_0.80,7,66.0377358491%,64.2857142857%
Exciting,nltk_0.80,8,69.2307692308%,100.0%
Exciting,nltk_0.80,9,68.2170542636%,75.0%
Exciting,nltk_0.80,10,66.0%,61.9047619048%
Exciting,nltk_0.80,11,62.4309392265%,67.7419354839%
Exciting,nltk_0.80,12,58.4664536741%,69.696969697%
Exciting,nltk_0.80,13,57.6219512195%,53.3333333333%
Exciting,nltk_0.80,14,57.0588235294%,58.3333333333%
Exciting,nltk_0.80,15,53.7234042553%,50.0%
Exciting,nltk_0.80,16,45.4376163873%,49.6894409938%
Exciting,nltk_0.80,17,45.2727272727%,53.8461538462%
Exciting,nltk_0.80,18,44.7784810127%,54.8780487805%
Exciting,nltk_0.80,19,44.157814871%,37.037037037%
Exciting,nltk_0.80,20,43.618513324%,51.8518518519%
Exciting,nltk_0.80,21,42.7989130435%,34.7826086957%
Exciting,nltk_0.80,22,42.091152815%,10.0%
Exciting,nltk_0.80,23,41.5243101183%,33.3333333333%
Exciting,nltk_0.80,24,40.6329113924%,27.5862068966%
Exciting,nltk_0.80,25,40.2241594022%,46.1538461538%
Exciting,nltk_0.80,26,40.1234567901%,57.1428571429%
Exciting,nltk_0.80,27,40.0730816078%,54.5454545455%
Exciting,nltk_0.80,28,39.7358943577%,50.0%
Exciting,nltk_0.80,29,39.3063583815%,46.875%
Exciting,nltk_0.80,30,39.2694063927%,54.5454545455%
Exciting,nltk_0.80,31,39.0909090909%,25.0%
