dataset,method,timeSlice,GT_predict,TRUE
Boring,word2vec_0.20,33,0.02,0.00
Boring,word2vec_0.20,34,0.02,0.00
Boring,word2vec_0.20,35,0.02,0.08
Boring,word2vec_0.20,36,0.02,0.00
Boring,word2vec_0.20,37,0.02,0.00
Boring,word2vec_0.20,38,0.02,0.00
Boring,word2vec_0.20,39,0.02,0.00
Boring,word2vec_0.20,40,0.02,0.08
Boring,word2vec_0.20,41,0.02,0.03
Boring,word2vec_0.20,42,0.02,0.00
Boring,word2vec_0.20,43,0.02,0.00
Boring,word2vec_0.20,44,0.02,0.05
Boring,word2vec_0.20,45,0.02,1.00
Boring,word2vec_0.40,1,0.19,0.41
Boring,word2vec_0.40,2,0.27,0.58
Boring,word2vec_0.40,3,0.24,0.40
Boring,word2vec_0.40,4,0.20,0.18
Boring,word2vec_0.40,5,0.15,0.07
Boring,word2vec_0.40,6,0.18,0.63
Boring,word2vec_0.40,7,0.12,0.19
Boring,word2vec_0.40,8,0.11,0.14
Boring,word2vec_0.40,9,0.08,0.08
Boring,word2vec_0.40,10,0.05,0.03
Boring,word2vec_0.40,11,0.06,0.21
Boring,word2vec_0.40,12,0.05,0.03
Boring,word2vec_0.40,13,0.05,0.08
Boring,word2vec_0.40,14,0.05,0.18
Boring,word2vec_0.40,15,0.05,0.00
Boring,word2vec_0.40,16,0.05,0.07
Boring,word2vec_0.40,17,0.05,0.04
Boring,word2vec_0.40,18,0.04,0.00
Boring,word2vec_0.40,19,0.04,0.09
Boring,word2vec_0.40,20,0.04,0.00
Boring,word2vec_0.40,21,0.04,0.03
Boring,word2vec_0.40,22,0.04,0.00
Boring,word2vec_0.40,23,0.04,0.09
Boring,word2vec_0.40,24,0.04,0.02
Boring,word2vec_0.40,25,0.04,0.00
Boring,word2vec_0.40,26,0.04,0.00
Boring,word2vec_0.40,27,0.04,0.09
Boring,word2vec_0.40,28,0.04,0.08
Boring,word2vec_0.40,29,0.04,0.00
Boring,word2vec_0.40,30,0.04,0.05
Boring,word2vec_0.40,31,0.04,0.00
Boring,word2vec_0.40,32,0.04,0.00
Boring,word2vec_0.40,33,0.04,0.08
Boring,word2vec_0.40,34,0.04,0.04
Boring,word2vec_0.40,35,0.04,0.08
Boring,word2vec_0.40,36,0.04,0.00
Boring,word2vec_0.40,37,0.03,0.00
Boring,word2vec_0.40,38,0.03,0.00
Boring,word2vec_0.40,39,0.03,0.00
Boring,word2vec_0.40,40,0.04,0.15
Boring,word2vec_0.40,41,0.04,0.14
Boring,word2vec_0.40,42,0.04,0.11
Boring,word2vec_0.40,43,0.04,0.05
Boring,word2vec_0.40,44,0.04,0.10
Boring,word2vec_0.40,45,0.04,1.00
Boring,word2vec_0.60,1,0.62,0.78
Boring,word2vec_0.60,2,0.61,0.75
Boring,word2vec_0.60,3,0.61,0.80
Boring,word2vec_0.60,4,0.59,0.73
Boring,word2vec_0.60,5,0.52,0.50
Boring,word2vec_0.60,6,0.57,1.00
Boring,word2vec_0.60,7,0.38,0.48
Boring,word2vec_0.60,8,0.34,0.34
Boring,word2vec_0.60,9,0.29,0.33
Boring,word2vec_0.60,10,0.24,0.24
Boring,word2vec_0.60,11,0.24,0.29
Boring,word2vec_0.60,12,0.25,0.51
Boring,word2vec_0.60,13,0.24,0.08
Boring,word2vec_0.60,14,0.24,0.45
Boring,word2vec_0.60,15,0.24,0.25
Boring,word2vec_0.60,16,0.24,0.20
Boring,word2vec_0.60,17,0.23,0.22
Boring,word2vec_0.60,18,0.23,0.22
Boring,word2vec_0.60,19,0.23,0.18
Boring,word2vec_0.60,20,0.23,0.27
Boring,word2vec_0.60,21,0.22,0.14
Boring,word2vec_0.60,22,0.21,0.18
Boring,word2vec_0.60,23,0.21,0.18
Boring,word2vec_0.60,24,0.21,0.30
Boring,word2vec_0.60,25,0.20,0.20
Boring,word2vec_0.60,26,0.20,0.19
Boring,word2vec_0.60,27,0.20,0.18
Boring,word2vec_0.60,28,0.18,0.18
Boring,word2vec_0.60,29,0.18,0.20
Boring,word2vec_0.60,30,0.18,0.15
Boring,word2vec_0.60,31,0.18,0.05
Boring,word2vec_0.60,32,0.17,0.00
Boring,word2vec_0.60,33,0.17,0.15
Boring,word2vec_0.60,34,0.17,0.16
Boring,word2vec_0.60,35,0.17,0.25
Boring,word2vec_0.60,36,0.17,0.10
Boring,word2vec_0.60,37,0.16,0.12
Boring,word2vec_0.60,38,0.16,0.00
Boring,word2vec_0.60,39,0.16,0.00
Boring,word2vec_0.60,40,0.16,0.23
Boring,word2vec_0.60,41,0.16,0.31
Boring,word2vec_0.60,42,0.16,0.11
Boring,word2vec_0.60,43,0.16,0.05
Boring,word2vec_0.60,44,0.16,0.26
Boring,word2vec_0.60,45,0.16,1.00
Boring,word2vec_0.80,1,0.81,0.89
Boring,word2vec_0.80,2,0.78,0.83
Boring,word2vec_0.80,3,0.78,0.90
Boring,word2vec_0.80,4,0.76,0.82
Boring,word2vec_0.80,5,0.69,0.64
Boring,word2vec_0.80,6,0.72,1.00
Boring,word2vec_0.80,7,0.61,0.73
Boring,word2vec_0.80,8,0.54,0.54
Boring,word2vec_0.80,9,0.50,0.60
Boring,word2vec_0.80,10,0.44,0.43
Boring,word2vec_0.80,11,0.44,0.50
Boring,word2vec_0.80,12,0.45,0.83
Boring,word2vec_0.80,13,0.45,0.58
Boring,word2vec_0.80,14,0.45,0.45
Boring,word2vec_0.80,15,0.45,0.50
Boring,word2vec_0.80,16,0.44,0.53
Boring,word2vec_0.80,17,0.43,0.42
Boring,word2vec_0.80,18,0.43,0.56
Boring,word2vec_0.80,19,0.43,0.45
Boring,word2vec_0.80,20,0.43,0.36
Boring,word2vec_0.80,21,0.42,0.49
Boring,word2vec_0.80,22,0.42,0.35
Boring,word2vec_0.80,23,0.41,0.45
Boring,word2vec_0.80,24,0.41,0.56
Boring,word2vec_0.80,25,0.41,0.53
Boring,word2vec_0.80,26,0.41,0.31
Boring,word2vec_0.80,27,0.40,0.18
Boring,word2vec_0.80,28,0.37,0.37
Boring,word2vec_0.80,29,0.37,0.40
Boring,word2vec_0.80,30,0.36,0.23
Boring,word2vec_0.80,31,0.35,0.11
Boring,word2vec_0.80,32,0.35,0.00
Boring,word2vec_0.80,33,0.34,0.15
Boring,word2vec_0.80,34,0.34,0.32
Boring,word2vec_0.80,35,0.34,0.42
Boring,word2vec_0.80,36,0.33,0.32
Boring,word2vec_0.80,37,0.33,0.29
Boring,word2vec_0.80,38,0.33,0.09
Boring,word2vec_0.80,39,0.32,0.08
Boring,word2vec_0.80,40,0.32,0.23
Boring,word2vec_0.80,41,0.32,0.41
Boring,word2vec_0.80,42,0.32,0.22
Boring,word2vec_0.80,43,0.31,0.15
Boring,word2vec_0.80,44,0.31,0.45
Boring,word2vec_0.80,45,0.31,1.00
Normal,nltk_0.20,1,0.78,0.86
Normal,nltk_0.20,2,0.80,0.92
Normal,nltk_0.20,3,0.82,1.00
Normal,nltk_0.20,4,0.77,0.81
Normal,nltk_0.20,5,0.62,0.66
Normal,nltk_0.20,6,0.62,0.78
Normal,nltk_0.20,7,0.60,0.63
Normal,nltk_0.20,8,0.62,0.85
Normal,nltk_0.20,9,0.59,0.50
Normal,nltk_0.20,10,0.56,0.52
Normal,nltk_0.20,11,0.51,0.47
Normal,nltk_0.20,12,0.50,0.56
Normal,nltk_0.20,13,0.49,0.40
Normal,nltk_0.20,14,0.50,0.75
Normal,nltk_0.20,15,0.46,0.44
Normal,nltk_0.20,16,0.46,0.47
Normal,nltk_0.20,17,0.43,0.25
Normal,nltk_0.20,18,0.41,0.50
Normal,nltk_0.20,19,0.38,0.30
Normal,nltk_0.20,20,0.33,0.36
Normal,nltk_0.20,21,0.33,0.20
Normal,nltk_0.20,22,0.32,0.21
Normal,nltk_0.20,23,0.29,0.28
Normal,nltk_0.20,24,0.28,0.31
Normal,nltk_0.20,25,0.28,0.21
Normal,nltk_0.20,26,0.28,0.15
Normal,nltk_0.20,27,0.27,0.28
Normal,nltk_0.20,28,0.27,0.44
Normal,nltk_0.20,29,0.27,0.30
Normal,nltk_0.20,30,0.26,0.18
Normal,nltk_0.20,31,0.26,0.24
Normal,nltk_0.20,32,0.26,0.08
Normal,nltk_0.20,33,0.24,0.22
Normal,nltk_0.20,34,0.22,0.17
Normal,nltk_0.20,35,0.21,0.19
Normal,nltk_0.20,36,0.20,0.14
Normal,nltk_0.20,37,0.20,0.00
Normal,nltk_0.20,38,0.21,0.51
Normal,nltk_0.20,39,0.21,0.30
Normal,nltk_0.20,40,0.21,0.36
Normal,nltk_0.20,41,0.21,0.11
Normal,nltk_0.20,42,0.21,0.07
Normal,nltk_0.20,43,0.20,0.22
Normal,nltk_0.20,44,0.20,0.40
Normal,nltk_0.20,45,0.20,1.00
Normal,nltk_0.40,1,0.81,0.89
Normal,nltk_0.40,2,0.82,0.92
Normal,nltk_0.40,3,0.84,1.00
Normal,nltk_0.40,4,0.79,0.81
Normal,nltk_0.40,5,0.63,0.68
Normal,nltk_0.40,6,0.63,0.78
Normal,nltk_0.40,7,0.63,0.88
Normal,nltk_0.40,8,0.64,0.85
Normal,nltk_0.40,9,0.62,0.50
Normal,nltk_0.40,10,0.59,0.52
Normal,nltk_0.40,11,0.55,0.59
Normal,nltk_0.40,12,0.53,0.56
Normal,nltk_0.40,13,0.52,0.40
Normal,nltk_0.40,14,0.52,0.75
Normal,nltk_0.40,15,0.51,0.63
Normal,nltk_0.40,16,0.50,0.47
Normal,nltk_0.40,17,0.48,0.31
Normal,nltk_0.40,18,0.46,0.59
Normal,nltk_0.40,19,0.44,0.38
Normal,nltk_0.40,20,0.38,0.44
Normal,nltk_0.40,21,0.38,0.20
Normal,nltk_0.40,22,0.36,0.23
Normal,nltk_0.40,23,0.34,0.35
Normal,nltk_0.40,24,0.33,0.37
Normal,nltk_0.40,25,0.33,0.29
Normal,nltk_0.40,26,0.32,0.15
Normal,nltk_0.40,27,0.32,0.32
Normal,nltk_0.40,28,0.32,0.44
Normal,nltk_0.40,29,0.32,0.40
Normal,nltk_0.40,30,0.31,0.27
Normal,nltk_0.40,31,0.31,0.35
Normal,nltk_0.40,32,0.30,0.08
Normal,nltk_0.40,33,0.29,0.31
Normal,nltk_0.40,34,0.27,0.29
Normal,nltk_0.40,35,0.26,0.26
Normal,nltk_0.40,36,0.26,0.28
Normal,nltk_0.40,37,0.25,0.22
Normal,nltk_0.40,38,0.27,0.80
Normal,nltk_0.40,39,0.27,0.30
Normal,nltk_0.40,40,0.27,0.57
Normal,nltk_0.40,41,0.27,0.22
Normal,nltk_0.40,42,0.27,0.14
Normal,nltk_0.40,43,0.27,0.40
Normal,nltk_0.40,44,0.27,0.60
Normal,nltk_0.40,45,0.27,1.00
Normal,nltk_0.60,1,0.81,0.89
Normal,nltk_0.60,2,0.82,0.92
Normal,nltk_0.60,3,0.84,1.00
Normal,nltk_0.60,4,0.85,0.94
Normal,nltk_0.60,5,0.72,0.75
Normal,nltk_0.60,6,0.71,0.78
Normal,nltk_0.60,7,0.72,1.00
Normal,nltk_0.60,8,0.73,0.85
Normal,nltk_0.60,9,0.72,0.75
Normal,nltk_0.60,10,0.69,0.62
Normal,nltk_0.60,11,0.66,0.66
Normal,nltk_0.60,12,0.63,0.56
Normal,nltk_0.60,13,0.61,0.50
Normal,nltk_0.60,14,0.61,0.75
Normal,nltk_0.60,15,0.60,0.67
Normal,nltk_0.60,16,0.59,0.53
Normal,nltk_0.60,17,0.57,0.50
Normal,nltk_0.60,18,0.55,0.64
Normal,nltk_0.60,19,0.53,0.49
Normal,nltk_0.60,20,0.46,0.49
Normal,nltk_0.60,21,0.46,0.40
Normal,nltk_0.60,22,0.44,0.33
Normal,nltk_0.60,23,0.42,0.43
Normal,nltk_0.60,24,0.40,0.41
Normal,nltk_0.60,25,0.40,0.29
Normal,nltk_0.60,26,0.39,0.23
Normal,nltk_0.60,27,0.39,0.44
Normal,nltk_0.60,28,0.39,0.67
Normal,nltk_0.60,29,0.39,0.40
Normal,nltk_0.60,30,0.38,0.42
Normal,nltk_0.60,31,0.38,0.41
Normal,nltk_0.60,32,0.37,0.15
Normal,nltk_0.60,33,0.36,0.41
Normal,nltk_0.60,34,0.34,0.36
Normal,nltk_0.60,35,0.32,0.33
Normal,nltk_0.60,36,0.32,0.38
Normal,nltk_0.60,37,0.32,0.33
Normal,nltk_0.60,38,0.33,0.80
Normal,nltk_0.60,39,0.33,0.40
Normal,nltk_0.60,40,0.33,0.57
Normal,nltk_0.60,41,0.33,0.22
Normal,nltk_0.60,42,0.33,0.29
Normal,nltk_0.60,43,0.33,0.43
Normal,nltk_0.60,44,0.33,0.60
Normal,nltk_0.60,45,0.33,1.00
Normal,nltk_0.80,1,0.81,0.89
Normal,nltk_0.80,2,0.82,0.92
Normal,nltk_0.80,3,0.84,1.00
Normal,nltk_0.80,4,0.85,0.94
Normal,nltk_0.80,5,0.72,0.75
Normal,nltk_0.80,6,0.71,0.78
Normal,nltk_0.80,7,0.72,1.00
Normal,nltk_0.80,8,0.73,0.85
Normal,nltk_0.80,9,0.72,0.75
Normal,nltk_0.80,10,0.69,0.62
Normal,nltk_0.80,11,0.66,0.66
Normal,nltk_0.80,12,0.63,0.56
Normal,nltk_0.80,13,0.61,0.50
Normal,nltk_0.80,14,0.61,0.75
Normal,nltk_0.80,15,0.60,0.67
Normal,nltk_0.80,16,0.59,0.53
Normal,nltk_0.80,17,0.57,0.50
Normal,nltk_0.80,18,0.55,0.64
Normal,nltk_0.80,19,0.53,0.49
Normal,nltk_0.80,20,0.46,0.49
Normal,nltk_0.80,21,0.46,0.40
Normal,nltk_0.80,22,0.44,0.33
Normal,nltk_0.80,23,0.42,0.43
Normal,nltk_0.80,24,0.40,0.41
Normal,nltk_0.80,25,0.40,0.29
Normal,nltk_0.80,26,0.39,0.23
Normal,nltk_0.80,27,0.39,0.44
Normal,nltk_0.80,28,0.39,0.67
Normal,nltk_0.80,29,0.39,0.40
Normal,nltk_0.80,30,0.38,0.42
Normal,nltk_0.80,31,0.38,0.41
Normal,nltk_0.80,32,0.37,0.15
Normal,nltk_0.80,33,0.36,0.41
Normal,nltk_0.80,34,0.34,0.36
Normal,nltk_0.80,35,0.32,0.33
Normal,nltk_0.80,36,0.32,0.38
Normal,nltk_0.80,37,0.32,0.33
Normal,nltk_0.80,38,0.33,0.80
Normal,nltk_0.80,39,0.33,0.40
Normal,nltk_0.80,40,0.33,0.57
Normal,nltk_0.80,41,0.33,0.22
Normal,nltk_0.80,42,0.33,0.29
Normal,nltk_0.80,43,0.33,0.43
Normal,nltk_0.80,44,0.33,0.60
Normal,nltk_0.80,45,0.33,1.00
Normal,word2vec_0.20,1,0.05,0.19
Normal,word2vec_0.20,2,0.02,0.00
Normal,word2vec_0.20,3,0.02,0.00
Normal,word2vec_0.20,4,0.03,0.06
Normal,word2vec_0.20,5,0.05,0.13
Normal,word2vec_0.20,6,0.05,0.11
Normal,word2vec_0.20,7,0.04,0.13
Normal,word2vec_0.20,8,0.03,0.00
Normal,word2vec_0.20,9,0.03,0.00
Normal,word2vec_0.20,10,0.03,0.00
Normal,word2vec_0.20,11,0.03,0.03
Normal,word2vec_0.20,12,0.03,0.06
Normal,word2vec_0.20,13,0.04,0.20
Normal,word2vec_0.20,14,0.04,0.17
Normal,word2vec_0.20,15,0.04,0.04
Normal,word2vec_0.20,16,0.04,0.00
Normal,word2vec_0.20,17,0.04,0.00
Normal,word2vec_0.20,18,0.03,0.02
Normal,word2vec_0.20,19,0.03,0.03
Normal,word2vec_0.20,20,0.03,0.05
Normal,word2vec_0.20,21,0.03,0.00
Normal,word2vec_0.20,22,0.03,0.03
Normal,word2vec_0.20,23,0.03,0.02
Normal,word2vec_0.20,24,0.02,0.03
Normal,word2vec_0.20,25,0.02,0.07
Normal,word2vec_0.20,26,0.02,0.00
Normal,word2vec_0.20,27,0.02,0.04
Normal,word2vec_0.20,28,0.02,0.00
Normal,word2vec_0.20,29,0.02,0.10
Normal,word2vec_0.20,30,0.02,0.00
Normal,word2vec_0.20,31,0.02,0.00
Normal,word2vec_0.20,32,0.02,0.00
Normal,word2vec_0.20,33,0.02,0.00
Normal,word2vec_0.20,34,0.02,0.02
Normal,word2vec_0.20,35,0.02,0.03
Normal,word2vec_0.20,36,0.02,0.00
Normal,word2vec_0.20,37,0.02,0.11
Normal,word2vec_0.20,38,0.02,0.03
Normal,word2vec_0.20,39,0.02,0.00
Normal,word2vec_0.20,40,0.02,0.14
Normal,word2vec_0.20,41,0.02,0.00
Normal,word2vec_0.20,42,0.02,0.00
Normal,word2vec_0.20,43,0.02,0.03
Normal,word2vec_0.20,44,0.02,0.00
Normal,word2vec_0.20,45,0.02,1.00
Normal,word2vec_0.40,1,0.19,0.41
Normal,word2vec_0.40,2,0.27,0.58
Normal,word2vec_0.40,3,0.25,0.33
Normal,word2vec_0.40,4,0.20,0.19
Normal,word2vec_0.40,5,0.16,0.30
Normal,word2vec_0.40,6,0.16,0.22
Normal,word2vec_0.40,7,0.15,0.13
Normal,word2vec_0.40,8,0.15,0.15
Normal,word2vec_0.40,9,0.13,0.13
Normal,word2vec_0.40,10,0.11,0.10
Normal,word2vec_0.40,11,0.10,0.06
Normal,word2vec_0.40,12,0.09,0.06
Normal,word2vec_0.40,13,0.09,0.20
Normal,word2vec_0.40,14,0.10,0.17
Normal,word2vec_0.40,15,0.10,0.15
Normal,word2vec_0.40,16,0.09,0.00
Normal,word2vec_0.40,17,0.08,0.06
Normal,word2vec_0.40,18,0.07,0.09
Normal,word2vec_0.40,19,0.06,0.05
Normal,word2vec_0.40,20,0.05,0.10
Normal,word2vec_0.40,21,0.05,0.00
Normal,word2vec_0.40,22,0.06,0.10
Normal,word2vec_0.40,23,0.06,0.10
Normal,word2vec_0.40,24,0.05,0.06
Normal,word2vec_0.40,25,0.05,0.07
Normal,word2vec_0.40,26,0.05,0.08
Normal,word2vec_0.40,27,0.05,0.08
Normal,word2vec_0.40,28,0.05,0.11
Normal,word2vec_0.40,29,0.05,0.10
Normal,word2vec_0.40,30,0.05,0.03
Normal,word2vec_0.40,31,0.05,0.06
Normal,word2vec_0.40,32,0.05,0.00
Normal,word2vec_0.40,33,0.04,0.03
Normal,word2vec_0.40,34,0.04,0.05
Normal,word2vec_0.40,35,0.04,0.01
Normal,word2vec_0.40,36,0.04,0.07
Normal,word2vec_0.40,37,0.04,0.11
Normal,word2vec_0.40,38,0.04,0.03
Normal,word2vec_0.40,39,0.03,0.10
Normal,word2vec_0.40,40,0.04,0.07
Normal,word2vec_0.40,41,0.04,0.11
Normal,word2vec_0.40,42,0.04,0.00
Normal,word2vec_0.40,43,0.04,0.09
Normal,word2vec_0.40,44,0.04,0.00
Normal,word2vec_0.40,45,0.04,1.00
Normal,word2vec_0.60,1,0.62,0.78
Normal,word2vec_0.60,2,0.61,0.75
Normal,word2vec_0.60,3,0.60,0.67
Normal,word2vec_0.60,4,0.46,0.31
Normal,word2vec_0.60,5,0.44,0.59
Normal,word2vec_0.60,6,0.45,0.67
Normal,word2vec_0.60,7,0.45,0.50
Normal,word2vec_0.60,8,0.46,0.69
Normal,word2vec_0.60,9,0.44,0.38
Normal,word2vec_0.60,10,0.39,0.33
Normal,word2vec_0.60,11,0.35,0.34
Normal,word2vec_0.60,12,0.33,0.25
Normal,word2vec_0.60,13,0.32,0.20
Normal,word2vec_0.60,14,0.33,0.67
Normal,word2vec_0.60,15,0.31,0.41
Normal,word2vec_0.60,16,0.30,0.27
Normal,word2vec_0.60,17,0.29,0.38
Normal,word2vec_0.60,18,0.29,0.38
Normal,word2vec_0.60,19,0.28,0.30
Normal,word2vec_0.60,20,0.23,0.27
Normal,word2vec_0.60,21,0.23,0.20
Normal,word2vec_0.60,22,0.22,0.10
Normal,word2vec_0.60,23,0.21,0.22
Normal,word2vec_0.60,24,0.19,0.21
Normal,word2vec_0.60,25,0.19,0.21
Normal,word2vec_0.60,26,0.19,0.23
Normal,word2vec_0.60,27,0.19,0.20
Normal,word2vec_0.60,28,0.19,0.44
Normal,word2vec_0.60,29,0.19,0.20
Normal,word2vec_0.60,30,0.19,0.18
Normal,word2vec_0.60,31,0.19,0.29
Normal,word2vec_0.60,32,0.19,0.00
Normal,word2vec_0.60,33,0.17,0.17
Normal,word2vec_0.60,34,0.16,0.17
Normal,word2vec_0.60,35,0.15,0.17
Normal,word2vec_0.60,36,0.15,0.28
Normal,word2vec_0.60,37,0.15,0.22
Normal,word2vec_0.60,38,0.15,0.31
Normal,word2vec_0.60,39,0.15,0.20
Normal,word2vec_0.60,40,0.16,0.36
Normal,word2vec_0.60,41,0.15,0.11
Normal,word2vec_0.60,42,0.15,0.07
Normal,word2vec_0.60,43,0.15,0.25
Normal,word2vec_0.60,44,0.15,0.00
Normal,word2vec_0.60,45,0.15,1.00
Normal,word2vec_0.80,1,0.81,0.89
Normal,word2vec_0.80,2,0.78,0.83
Normal,word2vec_0.80,3,0.80,1.00
Normal,word2vec_0.80,4,0.76,0.81
Normal,word2vec_0.80,5,0.67,0.73
Normal,word2vec_0.80,6,0.66,0.78
Normal,word2vec_0.80,7,0.68,1.00
Normal,word2vec_0.80,8,0.69,0.85
Normal,word2vec_0.80,9,0.68,0.75
Normal,word2vec_0.80,10,0.66,0.62
Normal,word2vec_0.80,11,0.63,0.66
Normal,word2vec_0.80,12,0.60,0.56
Normal,word2vec_0.80,13,0.58,0.40
Normal,word2vec_0.80,14,0.58,0.75
Normal,word2vec_0.80,15,0.57,0.67
Normal,word2vec_0.80,16,0.57,0.53
Normal,word2vec_0.80,17,0.55,0.50
Normal,word2vec_0.80,18,0.53,0.64
Normal,word2vec_0.80,19,0.50,0.43
Normal,word2vec_0.80,20,0.44,0.47
Normal,word2vec_0.80,21,0.44,0.40
Normal,word2vec_0.80,22,0.42,0.28
Normal,word2vec_0.80,23,0.40,0.43
Normal,word2vec_0.80,24,0.39,0.39
Normal,word2vec_0.80,25,0.38,0.29
Normal,word2vec_0.80,26,0.38,0.23
Normal,word2vec_0.80,27,0.38,0.44
Normal,word2vec_0.80,28,0.38,0.67
Normal,word2vec_0.80,29,0.38,0.30
Normal,word2vec_0.80,30,0.37,0.39
Normal,word2vec_0.80,31,0.37,0.41
Normal,word2vec_0.80,32,0.36,0.15
Normal,word2vec_0.80,33,0.35,0.39
Normal,word2vec_0.80,34,0.33,0.35
Normal,word2vec_0.80,35,0.31,0.30
Normal,word2vec_0.80,36,0.31,0.38
Normal,word2vec_0.80,37,0.31,0.33
Normal,word2vec_0.80,38,0.32,0.77
Normal,word2vec_0.80,39,0.32,0.40
Normal,word2vec_0.80,40,0.32,0.57
Normal,word2vec_0.80,41,0.32,0.22
Normal,word2vec_0.80,42,0.32,0.21
Normal,word2vec_0.80,43,0.31,0.41
Normal,word2vec_0.80,44,0.32,0.60
Normal,word2vec_0.80,45,0.32,1.00
NewAtEnd,nltk_0.20,1,0.83,0.92
NewAtEnd,nltk_0.20,2,0.72,0.77
NewAtEnd,nltk_0.20,3,0.61,0.68
NewAtEnd,nltk_0.20,4,0.58,0.65
NewAtEnd,nltk_0.20,5,0.46,0.27
NewAtEnd,nltk_0.20,6,0.45,0.42
NewAtEnd,nltk_0.20,7,0.42,0.55
NewAtEnd,nltk_0.20,8,0.40,0.55
NewAtEnd,nltk_0.20,9,0.39,0.10
NewAtEnd,nltk_0.20,10,0.37,0.31
NewAtEnd,nltk_0.20,11,0.37,0.47
NewAtEnd,nltk_0.20,12,0.37,0.55
NewAtEnd,nltk_0.20,13,0.37,0.63
NewAtEnd,nltk_0.20,14,0.37,0.50
NewAtEnd,nltk_0.20,15,0.36,0.33
NewAtEnd,nltk_0.20,16,0.36,0.50
NewAtEnd,nltk_0.20,17,0.35,0.27
NewAtEnd,nltk_0.20,18,0.35,0.25
NewAtEnd,nltk_0.20,19,0.34,0.43
NewAtEnd,nltk_0.20,20,0.34,0.25
NewAtEnd,nltk_0.20,21,0.33,0.44
NewAtEnd,nltk_0.20,22,0.32,0.25
NewAtEnd,nltk_0.20,23,0.31,0.30
NewAtEnd,nltk_0.20,24,0.31,0.35
NewAtEnd,nltk_0.20,25,0.31,0.36
NewAtEnd,nltk_0.20,26,0.31,0.44
NewAtEnd,nltk_0.20,27,0.31,0.27
NewAtEnd,nltk_0.20,28,0.30,0.19
NewAtEnd,nltk_0.20,29,0.29,0.26
NewAtEnd,nltk_0.20,30,0.27,0.31
NewAtEnd,nltk_0.20,31,0.27,0.00
NewAtEnd,nltk_0.20,32,0.26,0.21
NewAtEnd,nltk_0.20,33,0.25,0.28
NewAtEnd,nltk_0.20,34,0.24,0.15
NewAtEnd,nltk_0.20,35,0.24,0.23
NewAtEnd,nltk_0.20,36,0.24,0.38
NewAtEnd,nltk_0.20,37,0.22,0.18
NewAtEnd,nltk_0.20,38,0.20,0.13
NewAtEnd,nltk_0.20,39,0.19,0.10
NewAtEnd,nltk_0.20,40,0.19,0.14
NewAtEnd,nltk_0.20,41,0.20,0.59
NewAtEnd,nltk_0.20,42,0.20,0.36
NewAtEnd,nltk_0.20,43,0.20,0.75
NewAtEnd,nltk_0.20,44,0.20,0.38
NewAtEnd,nltk_0.20,45,0.20,0.00
NewAtEnd,nltk_0.40,1,0.83,0.92
NewAtEnd,nltk_0.40,2,0.72,0.77
NewAtEnd,nltk_0.40,3,0.64,0.71
NewAtEnd,nltk_0.40,4,0.64,0.76
NewAtEnd,nltk_0.40,5,0.52,0.27
NewAtEnd,nltk_0.40,6,0.48,0.42
NewAtEnd,nltk_0.40,7,0.47,0.62
NewAtEnd,nltk_0.40,8,0.45,0.58
NewAtEnd,nltk_0.40,9,0.43,0.10
NewAtEnd,nltk_0.40,10,0.41,0.31
NewAtEnd,nltk_0.40,11,0.41,0.55
NewAtEnd,nltk_0.40,12,0.41,0.64
NewAtEnd,nltk_0.40,13,0.42,0.88
NewAtEnd,nltk_0.40,14,0.42,0.67
NewAtEnd,nltk_0.40,15,0.42,0.47
NewAtEnd,nltk_0.40,16,0.41,0.50
NewAtEnd,nltk_0.40,17,0.40,0.27
NewAtEnd,nltk_0.40,18,0.39,0.25
NewAtEnd,nltk_0.40,19,0.39,0.57
NewAtEnd,nltk_0.40,20,0.38,0.35
NewAtEnd,nltk_0.40,21,0.38,0.53
NewAtEnd,nltk_0.40,22,0.37,0.33
NewAtEnd,nltk_0.40,23,0.37,0.50
NewAtEnd,nltk_0.40,24,0.36,0.35
NewAtEnd,nltk_0.40,25,0.36,0.43
NewAtEnd,nltk_0.40,26,0.37,0.59
NewAtEnd,nltk_0.40,27,0.37,0.47
NewAtEnd,nltk_0.40,28,0.36,0.25
NewAtEnd,nltk_0.40,29,0.35,0.35
NewAtEnd,nltk_0.40,30,0.33,0.43
NewAtEnd,nltk_0.40,31,0.33,0.20
NewAtEnd,nltk_0.40,32,0.32,0.21
NewAtEnd,nltk_0.40,33,0.31,0.38
NewAtEnd,nltk_0.40,34,0.30,0.15
NewAtEnd,nltk_0.40,35,0.30,0.27
NewAtEnd,nltk_0.40,36,0.30,0.38
NewAtEnd,nltk_0.40,37,0.28,0.28
NewAtEnd,nltk_0.40,38,0.26,0.28
NewAtEnd,nltk_0.40,39,0.26,0.31
NewAtEnd,nltk_0.40,40,0.25,0.25
NewAtEnd,nltk_0.40,41,0.27,0.79
NewAtEnd,nltk_0.40,42,0.27,0.55
NewAtEnd,nltk_0.40,43,0.27,0.75
NewAtEnd,nltk_0.40,44,0.27,0.47
NewAtEnd,nltk_0.40,45,0.27,0.00
NewAtEnd,nltk_0.60,1,0.83,0.92
NewAtEnd,nltk_0.60,2,0.84,0.92
NewAtEnd,nltk_0.60,3,0.71,0.77
NewAtEnd,nltk_0.60,4,0.71,0.82
NewAtEnd,nltk_0.60,5,0.62,0.45
