dataset,method,timeSlice,GT_predict,true
NewAtEnd,word2vec_0.60,7,37.6237623762%,54.1666666667%
NewAtEnd,word2vec_0.60,8,32.7586206897%,33.3333333333%
NewAtEnd,word2vec_0.60,9,29.9212598425%,0.0%
NewAtEnd,word2vec_0.60,10,28.1481481481%,12.5%
NewAtEnd,word2vec_0.60,11,25.0%,23.0769230769%
NewAtEnd,word2vec_0.60,12,24.0506329114%,40.0%
NewAtEnd,word2vec_0.60,13,24.6987951807%,37.5%
NewAtEnd,word2vec_0.60,14,25.0%,50.0%
NewAtEnd,word2vec_0.60,15,23.6607142857%,41.6666666667%
NewAtEnd,word2vec_0.60,16,23.3870967742%,37.5%
NewAtEnd,word2vec_0.60,17,23.8461538462%,41.6666666667%
NewAtEnd,word2vec_0.70,1,37.5%,68.75%
NewAtEnd,word2vec_0.70,2,46.1538461538%,70.0%
NewAtEnd,word2vec_0.70,3,40.0%,57.8947368421%
NewAtEnd,word2vec_0.70,4,39.6551724138%,53.8461538462%
NewAtEnd,word2vec_0.70,5,39.1304347826%,54.5454545455%
NewAtEnd,word2vec_0.70,6,41.5584415584%,62.5%
NewAtEnd,word2vec_0.70,7,43.5643564356%,62.5%
NewAtEnd,word2vec_0.70,8,38.7931034483%,40.0%
NewAtEnd,word2vec_0.70,9,35.4330708661%,9.09090909091%
NewAtEnd,word2vec_0.70,10,32.5925925926%,12.5%
NewAtEnd,word2vec_0.70,11,29.7297297297%,30.7692307692%
NewAtEnd,word2vec_0.70,12,28.4810126582%,50.0%
NewAtEnd,word2vec_0.70,13,29.5180722892%,62.5%
NewAtEnd,word2vec_0.70,14,31.5%,58.8235294118%
NewAtEnd,word2vec_0.70,15,33.4821428571%,62.5%
NewAtEnd,word2vec_0.70,16,33.8709677419%,58.3333333333%
NewAtEnd,word2vec_0.70,17,35.0%,75.0%
NewAtEnd,word2vec_0.80,1,37.5%,68.75%
NewAtEnd,word2vec_0.80,2,46.1538461538%,70.0%
NewAtEnd,word2vec_0.80,3,40.0%,57.8947368421%
NewAtEnd,word2vec_0.80,4,39.6551724138%,53.8461538462%
NewAtEnd,word2vec_0.80,5,39.1304347826%,54.5454545455%
NewAtEnd,word2vec_0.80,6,41.5584415584%,62.5%
NewAtEnd,word2vec_0.80,7,43.5643564356%,62.5%
NewAtEnd,word2vec_0.80,8,38.7931034483%,40.0%
NewAtEnd,word2vec_0.80,9,35.4330708661%,9.09090909091%
NewAtEnd,word2vec_0.80,10,32.5925925926%,12.5%
NewAtEnd,word2vec_0.80,11,32.4324324324%,46.1538461538%
NewAtEnd,word2vec_0.80,12,32.9113924051%,70.0%
NewAtEnd,word2vec_0.80,13,34.3373493976%,75.0%
NewAtEnd,word2vec_0.80,14,36.0%,61.7647058824%
NewAtEnd,word2vec_0.80,15,38.3928571429%,66.6666666667%
NewAtEnd,word2vec_0.80,16,38.3064516129%,58.3333333333%
NewAtEnd,word2vec_0.80,17,40.0%,83.3333333333%
NewAtEnd,word2vec_0.90,1,37.5%,68.75%
NewAtEnd,word2vec_0.90,2,46.1538461538%,70.0%
NewAtEnd,word2vec_0.90,3,40.0%,57.8947368421%
NewAtEnd,word2vec_0.90,4,43.1034482759%,61.5384615385%
NewAtEnd,word2vec_0.90,5,42.0289855072%,54.5454545455%
NewAtEnd,word2vec_0.90,6,44.1558441558%,62.5%
NewAtEnd,word2vec_0.90,7,45.5445544554%,62.5%
NewAtEnd,word2vec_0.90,8,40.5172413793%,40.0%
NewAtEnd,word2vec_0.90,9,35.4330708661%,9.09090909091%
NewAtEnd,word2vec_0.90,10,32.5925925926%,12.5%
NewAtEnd,word2vec_0.90,11,32.4324324324%,46.1538461538%
NewAtEnd,word2vec_0.90,12,32.9113924051%,70.0%
NewAtEnd,word2vec_0.90,13,34.3373493976%,75.0%
NewAtEnd,word2vec_0.90,14,36.0%,61.7647058824%
NewAtEnd,word2vec_0.90,15,38.3928571429%,66.6666666667%
NewAtEnd,word2vec_0.90,16,38.3064516129%,58.3333333333%
NewAtEnd,word2vec_0.90,17,40.0%,83.3333333333%
Exciting,word2vec_0.20,1,4.54545454545%,18.1818181818%
Exciting,word2vec_0.20,2,3.0303030303%,0.0%
Exciting,word2vec_0.20,3,0.0%,0.0%
Exciting,word2vec_0.20,4,3.1746031746%,14.2857142857%
Exciting,word2vec_0.20,5,5.33333333333%,16.6666666667%
Exciting,word2vec_0.20,6,5.81395348837%,9.09090909091%
Exciting,word2vec_0.20,7,7.29166666667%,20.0%
Exciting,word2vec_0.20,8,5.76923076923%,0.0%
Exciting,word2vec_0.20,9,4.38596491228%,0.0%
Exciting,word2vec_0.20,10,5.59440559441%,13.7931034483%
Exciting,word2vec_0.20,11,5.19480519481%,0.0%
Exciting,word2vec_0.20,12,4.97237569061%,7.40740740741%
Exciting,word2vec_0.20,13,4.20560747664%,6.06060606061%
Exciting,word2vec_0.20,14,4.05405405405%,0.0%
Exciting,word2vec_0.20,15,3.79746835443%,13.3333333333%
Exciting,word2vec_0.20,16,4.3137254902%,11.1111111111%
Exciting,word2vec_0.20,17,4.23076923077%,0.0%
Exciting,word2vec_0.30,1,9.09090909091%,22.7272727273%
Exciting,word2vec_0.30,2,12.1212121212%,18.1818181818%
Exciting,word2vec_0.30,3,4.08163265306%,6.25%
Exciting,word2vec_0.30,4,6.34920634921%,14.2857142857%
Exciting,word2vec_0.30,5,6.66666666667%,16.6666666667%
Exciting,word2vec_0.30,6,6.97674418605%,9.09090909091%
Exciting,word2vec_0.30,7,6.25%,10.0%
Exciting,word2vec_0.30,8,4.80769230769%,0.0%
Exciting,word2vec_0.30,9,5.26315789474%,10.0%
Exciting,word2vec_0.30,10,6.99300699301%,17.2413793103%
Exciting,word2vec_0.30,11,6.49350649351%,9.09090909091%
Exciting,word2vec_0.30,12,4.97237569061%,0.0%
Exciting,word2vec_0.30,13,5.14018691589%,12.1212121212%
Exciting,word2vec_0.30,14,4.95495495495%,0.0%
Exciting,word2vec_0.30,15,4.64135021097%,13.3333333333%
Exciting,word2vec_0.30,16,5.09803921569%,11.1111111111%
Exciting,word2vec_0.30,17,5.0%,0.0%
Exciting,word2vec_0.40,1,27.2727272727%,40.9090909091%
Exciting,word2vec_0.40,2,24.2424242424%,18.1818181818%
Exciting,word2vec_0.40,3,16.3265306122%,12.5%
Exciting,word2vec_0.40,4,20.6349206349%,35.7142857143%
Exciting,word2vec_0.40,5,18.6666666667%,16.6666666667%
Exciting,word2vec_0.40,6,18.6046511628%,18.1818181818%
Exciting,word2vec_0.40,7,18.75%,30.0%
Exciting,word2vec_0.40,8,17.3076923077%,12.5%
Exciting,word2vec_0.40,9,15.7894736842%,10.0%
Exciting,word2vec_0.40,10,13.986013986%,20.6896551724%
Exciting,word2vec_0.40,11,12.987012987%,9.09090909091%
Exciting,word2vec_0.40,12,11.0497237569%,7.40740740741%
Exciting,word2vec_0.40,13,10.7476635514%,18.1818181818%
Exciting,word2vec_0.40,14,10.3603603604%,0.0%
Exciting,word2vec_0.40,15,9.70464135021%,13.3333333333%
Exciting,word2vec_0.40,16,9.80392156863%,16.6666666667%
Exciting,word2vec_0.40,17,9.23076923077%,0.0%
Exciting,word2vec_0.50,1,45.4545454545%,68.1818181818%
Exciting,word2vec_0.50,2,39.3939393939%,27.2727272727%
Exciting,word2vec_0.50,3,30.612244898%,18.75%
Exciting,word2vec_0.50,4,30.1587301587%,35.7142857143%
Exciting,word2vec_0.50,5,28.0%,25.0%
Exciting,word2vec_0.50,6,27.9069767442%,27.2727272727%
Exciting,word2vec_0.50,7,26.0416666667%,30.0%
Exciting,word2vec_0.50,8,25.0%,25.0%
Exciting,word2vec_0.50,9,23.6842105263%,20.0%
Exciting,word2vec_0.50,10,20.2797202797%,31.0344827586%
Exciting,word2vec_0.50,11,18.8311688312%,27.2727272727%
Exciting,word2vec_0.50,12,18.2320441989%,22.2222222222%
Exciting,word2vec_0.50,13,18.2242990654%,33.3333333333%
Exciting,word2vec_0.50,14,17.5675675676%,0.0%
Exciting,word2vec_0.50,15,17.2995780591%,26.6666666667%
Exciting,word2vec_0.50,16,17.2549019608%,27.7777777778%
Exciting,word2vec_0.50,17,16.5384615385%,0.0%
Exciting,word2vec_0.60,1,54.5454545455%,72.7272727273%
Exciting,word2vec_0.60,2,45.4545454545%,45.4545454545%
Exciting,word2vec_0.60,3,42.8571428571%,68.75%
Exciting,word2vec_0.60,4,41.2698412698%,42.8571428571%
Exciting,word2vec_0.60,5,44.0%,66.6666666667%
Exciting,word2vec_0.60,6,43.023255814%,45.4545454545%
Exciting,word2vec_0.60,7,38.5416666667%,30.0%
Exciting,word2vec_0.60,8,37.5%,50.0%
Exciting,word2vec_0.60,9,36.8421052632%,40.0%
Exciting,word2vec_0.60,10,32.1678321678%,41.3793103448%
Exciting,word2vec_0.60,11,33.1168831169%,54.5454545455%
Exciting,word2vec_0.60,12,30.3867403315%,29.6296296296%
Exciting,word2vec_0.60,13,28.0373831776%,39.3939393939%
Exciting,word2vec_0.60,14,27.4774774775%,12.5%
Exciting,word2vec_0.60,15,27.0042194093%,40.0%
Exciting,word2vec_0.60,16,25.8823529412%,33.3333333333%
Exciting,word2vec_0.60,17,25.0%,0.0%
Exciting,word2vec_0.70,1,77.2727272727%,86.3636363636%
Exciting,word2vec_0.70,2,54.5454545455%,45.4545454545%
Exciting,word2vec_0.70,3,48.9795918367%,68.75%
Exciting,word2vec_0.70,4,49.2063492063%,57.1428571429%
Exciting,word2vec_0.70,5,52.0%,75.0%
Exciting,word2vec_0.70,6,50.0%,54.5454545455%
Exciting,word2vec_0.70,7,44.7916666667%,40.0%
Exciting,word2vec_0.70,8,46.1538461538%,75.0%
Exciting,word2vec_0.70,9,44.7368421053%,40.0%
Exciting,word2vec_0.70,10,39.1608391608%,48.275862069%
Exciting,word2vec_0.70,11,39.6103896104%,63.6363636364%
Exciting,word2vec_0.70,12,39.226519337%,44.4444444444%
Exciting,word2vec_0.70,13,38.3177570093%,54.5454545455%
Exciting,word2vec_0.70,14,37.3873873874%,25.0%
Exciting,word2vec_0.70,15,36.7088607595%,53.3333333333%
Exciting,word2vec_0.70,16,36.4705882353%,50.0%
Exciting,word2vec_0.70,17,35.0%,0.0%
Exciting,word2vec_0.80,1,77.2727272727%,86.3636363636%
Exciting,word2vec_0.80,2,54.5454545455%,45.4545454545%
Exciting,word2vec_0.80,3,48.9795918367%,68.75%
Exciting,word2vec_0.80,4,49.2063492063%,57.1428571429%
Exciting,word2vec_0.80,5,52.0%,75.0%
Exciting,word2vec_0.80,6,50.0%,54.5454545455%
Exciting,word2vec_0.80,7,48.9583333333%,60.0%
Exciting,word2vec_0.80,8,51.9230769231%,87.5%
Exciting,word2vec_0.80,9,48.2456140351%,40.0%
Exciting,word2vec_0.80,10,43.3566433566%,51.724137931%
Exciting,word2vec_0.80,11,44.8051948052%,72.7272727273%
Exciting,word2vec_0.80,12,43.0939226519%,44.4444444444%
Exciting,word2vec_0.80,13,43.4579439252%,60.6060606061%
Exciting,word2vec_0.80,14,42.3423423423%,25.0%
Exciting,word2vec_0.80,15,41.3502109705%,53.3333333333%
Exciting,word2vec_0.80,16,41.568627451%,55.5555555556%
Exciting,word2vec_0.80,17,40.0%,0.0%
Exciting,word2vec_0.90,1,77.2727272727%,86.3636363636%
Exciting,word2vec_0.90,2,54.5454545455%,45.4545454545%
Exciting,word2vec_0.90,3,48.9795918367%,68.75%
Exciting,word2vec_0.90,4,52.380952381%,64.2857142857%
Exciting,word2vec_0.90,5,54.6666666667%,75.0%
Exciting,word2vec_0.90,6,52.3255813953%,54.5454545455%
Exciting,word2vec_0.90,7,51.0416666667%,60.0%
Exciting,word2vec_0.90,8,53.8461538462%,87.5%
Exciting,word2vec_0.90,9,50.0%,40.0%
Exciting,word2vec_0.90,10,44.7552447552%,51.724137931%
Exciting,word2vec_0.90,11,46.1038961039%,72.7272727273%
Exciting,word2vec_0.90,12,43.0939226519%,44.4444444444%
Exciting,word2vec_0.90,13,43.4579439252%,60.6060606061%
Exciting,word2vec_0.90,14,42.3423423423%,25.0%
Exciting,word2vec_0.90,15,41.3502109705%,53.3333333333%
Exciting,word2vec_0.90,16,41.568627451%,55.5555555556%
Exciting,word2vec_0.90,17,40.0%,0.0%
