Super_Word,Value
everyone,"set(['swim', 'guess', 'everyone', 'give', 'play', 'walk', 'every', u'go', 'luck'])"
end,set(['end'])
around,set(['around'])
friendguests,set(['friendguests'])
masquerade,"set(['funny', 'bathing', u'guest', 'song', 'masquerade', 'vintage', 'couple', 'played', 'favorite', 'disco', 'record', 'wedding', 'beach', 'bride'])"
groom,set(['groom'])
mask,"set(['loud', 'recipe', 'pot', 'mask', 'linen', u'wear', 'suit', 'white', 'clothing'])"
brought,"set(['brought', 'put'])"
book,"set(['collected', 'read', 'story', 'book', 'text'])"
funniest,set(['funniest'])
reception,"set([u'moment', 'reception'])"
email,"set(['video', 'email'])"
