Super_Word,Value
binge,set(['binge'])
everyone,set(['everyone'])
show,set(['show'])
photo,set(['photo'])
frame,set(['frame'])
desk,set(['desk'])
scoreboard,set(['scoreboard'])
ceiling,"set(['wall', 'ceiling', 'floor'])"
surface,set([u'surface'])
presenentations,set(['presenentations'])
watch,set(['watch'])
talking,set(['talking'])
see,set(['see'])
computer,set(['computer'])
chat,"set(['web', 'chat'])"
table,set(['table'])
sport,set([u'sport'])
hang,set(['hang'])
adjustable,set(['adjustable'])
giant,set(['giant'])
powerpoint,set(['powerpoint'])
fabric,"set(['cloth', 'fabric'])"
camping,set(['camping'])
maps,"set(['maps', u'map'])"
tv,"set(['tv', u'movie', 'television', 'video'])"
make,set(['make'])
there,set(['there'])
charts,set(['charts'])
actually,set(['actually'])
note,set([u'note'])
filming,set(['filming'])
marathon,set(['marathon'])
way,set(['way'])
presentation,set([u'presentation'])
friend,set([u'friend'])
tent,set(['tent'])
picture,set(['picture'])
play,set(['play'])
whie,set(['whie'])
displayed,set(['displayed'])
park,set(['park'])
unusual,set(['unusual'])
draped,set(['draped'])
game,set([u'game'])
zoomable,set(['zoomable'])
artwork,set(['artwork'])
put,set(['put'])
theater,set(['theater'])
tablecloth,set(['tablecloth'])
change,set(['change'])
appear,"set(['seem', 'appear'])"
easily,set(['easily'])
school,set(['school'])
resource,set([u'resource'])
like,set(['like'])
netflix,set(['netflix'])
meeting,set([u'meeting'])
youre,set(['youre'])
youtube,set(['youtube'])
space,set(['space'])
theyre,set(['theyre'])
unsual,set(['unsual'])
person,set(['person'])
slide,"set(['slide', 'monitor', 'screen', 'display'])"
upside,set(['upside'])
neighbor,set([u'neighbor'])
side,set(['side'])
