Super_Word,Value
made,"set([u'help', 'bring', 'go', 'saved', 'find', 'forget', 'cut', 'fit', 'seems', 'send', 'going', 'choose', 'pretty', 'save', 'might', 'sent', 'photographed', 'get', 'beat', 'stop', 'preferred', 'break', 'preparing', 'like', 'inviting', 'leave', 'grab', 'used', 'touch', 'sure', 'try', 'waiting', 'juggle', 'let', 'wear', 'put', 'come', 'throw', 'wait', 'receive', 'changed', 'keep', 'stand', 'incorporated', 'pick', 'asked', 'designed', 'seeing', 'feel', 'ask', 'done', 'prepare', 'visit', 'live', 'call', 'calm', 'happy', 'aware', 'hear', 'made', 'look', 'wish', 'placed', 'making', 'gave', 'needing', 'ordered', 'toss', 'heard', 'want', 'ready', 'sell', 'built', 'convenient', 'make', 'able', 'write', 'read', 'need', 'take', 'draw', 'arrives', 'watch', 'hang', 'loyalty', 'prepared', 'lay', 'repeat', 'remember', 'maybe', 'think', 'know'])"
name,"set([u'origin', 'concept', 'version', u'point', 'idea', 'sign', 'event', 'perhaps', u'feature', 'theme', 'book', 'way', 'reminder', u'friend', 'statement', 'appreciation', 'part', u'plan', u'article', 'account', 'name', u'thing', 'suggestion', 'time', 'history', 'example', 'fact', 'view'])"
wouldnt,set(['wouldnt'])
many,"set(['relevant', 'simple', 'certain', 'within', 'direct', 'past', 'directly', 'proper', 'further', 'even', 'whose', 'different', 'there', 'passive', 'future', 'local', 'intractable', 'modern', 'familiar', 'free', 'neutral', 'present', 'many', 'clear', 'specific', 'without', 'either', 'social', 'mixed'])"
resteraunt,set(['resteraunt'])
well,"set(['far', 'also', 'well'])"
st,"set([u'ad', 'misc', 'two', 'one', 'im', u'cook', 'st', 'mixup'])"
wihere,set(['wihere'])
fingertip,set([u'fingertip'])
wtth,set(['wtth'])
thwarting,set(['thwarting'])
familypatrons,set(['familypatrons'])
