Super_Word,Value
,set([''])
websitemenu,set(['websitemenu'])
waiterwaitress,set(['waiterwaitress'])
reseteraunts,set(['reseteraunts'])
ad,set(['ad'])
give,"set(['incorporate', 'help', 'bring', 'go', 'find', 'forget', 'cut', 'calculate', 'fit', 'fix', 'send', 'add', 'choose', 'announce', 'save', 'gave', 'get', 'read', 'stop', 'break', 'know', u'affect', 'realize', 'try', 'contain', 'become', 'making', 'enjoy', 'deal', 'interact', 'advertise', 'leave', 'appear', 'encourage', 'eliminate', 'juggle', 'communicate', 'explore', 'wear', 'enhance', 'ask', 'come', 'throw', 'wait', 'receive', 'put', 'keep', 'ensure', 'stand', 'pick', 'think', 'seeing', 'feel', 'replace', 'wash', 'raise', 'prepare', 'create', 'attach', 'call', 'calm', 'offer', 'hear', 'believe', 'look', 'wish', 'remain', 'highlight', 'give', 'toss', 'describe', 'want', 'check', 'sell', 'pay', 'make', 'utilize', 'write', 'take', 'draw', 'repeat', 'hang', 'lay', 'remember', 'solve', 'allow'])"
there,set(['there'])
people,"set([u'country', 'world', u'us', 'people'])"
intractable,"set(['intractable', 'antisocial', 'temp', u'outing', 'pretend', 'misc', 'germain', 'entertained', 'decor', u'proprietor', 'cookware', 'im', 'mixup'])"
see,"set(['website', 'map', 'account', 'newsletter', 'description', u'essay', 'information', 'list', 'guide', u'note', 'see', 'book', 'books', u'article', 'reading', 'example', 'history'])"
doesnt,set(['doesnt'])
itsel,set(['itsel'])
