Super_Word,Value
school,"set(['school', u'meeting', u'friend'])"
youre,set(['youre'])
fabric,"set(['adjustable', 'wall', 'frame', 'scoreboard', u'surface', 'table', 'fabric', 'camping', 'space', 'tent', u'map', 'ceiling', 'park', 'hang', 'draped', 'cloth', 'desk', 'put', 'tablecloth', 'monitor', u'resource', 'floor', 'side', 'slide', 'upside', u'neighbor', 'display'])"
netflix,set(['netflix'])
tv,"set(['show', 'photo', 'displayed', 'talking', 'computer', 'video', 'chat', u'sport', 'marathon', 'web', 'giant', 'filming', 'tv', u'movie', 'charts', 'maps', u'presentation', 'picture', 'play', 'screen', 'watch', u'game', 'artwork', 'television', 'theater', 'powerpoint'])"
binge,set(['binge'])
whie,set(['whie'])
youtube,set(['youtube'])
theyre,set(['theyre'])
unsual,set(['unsual'])
see,"set([u'note', 'see', 'there'])"
zoomable,set(['zoomable'])
presenentations,set(['presenentations'])
change,"set(['easily', 'unusual', 'everyone', 'appear', 'make', 'actually', 'person', 'way', 'seem', 'change', 'like'])"
