Super_Word,Value
binge,set(['binge'])
everyone,set(['everyone'])
show,set(['show'])
wall,set(['wall'])
photo,set(['photo'])
frame,set(['frame'])
desk,set(['desk'])
displayed,set(['displayed'])
ceiling,set(['ceiling'])
surface,set([u'surface'])
presenentations,set(['presenentations'])
talking,set(['talking'])
see,set(['see'])
computer,set(['computer'])
video,set(['video'])
chat,set(['chat'])
table,set(['table'])
seem,set(['seem'])
sport,set([u'sport'])
hang,set(['hang'])
adjustable,set(['adjustable'])
appear,set(['appear'])
giant,set(['giant'])
powerpoint,set(['powerpoint'])
fabric,set(['fabric'])
camping,set(['camping'])
filming,set(['filming'])
tv,set(['tv'])
movie,set([u'movie'])
make,set(['make'])
there,set(['there'])
charts,set(['charts'])
actually,set(['actually'])
note,set([u'note'])
maps,set(['maps'])
youre,set(['youre'])
marathon,set(['marathon'])
way,set(['way'])
theyre,set(['theyre'])
meeting,set([u'meeting'])
friend,set([u'friend'])
tent,set(['tent'])
picture,set(['picture'])
play,set(['play'])
whie,set(['whie'])
web,set(['web'])
watch,set(['watch'])
screen,set(['screen'])
park,set(['park'])
television,set(['television'])
scoreboard,set(['scoreboard'])
draped,set(['draped'])
cloth,set(['cloth'])
game,set([u'game'])
floor,set(['floor'])
artwork,set(['artwork'])
put,set(['put'])
theater,set(['theater'])
tablecloth,set(['tablecloth'])
change,set(['change'])
monitor,set(['monitor'])
easily,set(['easily'])
school,set(['school'])
resource,set([u'resource'])
like,set(['like'])
netflix,set(['netflix'])
presentation,set([u'presentation'])
unusual,set(['unusual'])
youtube,set(['youtube'])
space,set(['space'])
side,set(['side'])
unsual,set(['unsual'])
person,set(['person'])
slide,set(['slide'])
upside,set(['upside'])
neighbor,set([u'neighbor'])
map,set([u'map'])
display,set(['display'])
zoomable,set(['zoomable'])
